1.3639385,-0.36631173,1.7057133,2.5468223
1.4766984,-1.061742,0.2886819,5.25524
-0.3563431,0.8048907,-0.94050956,1.8014864
1.6293025,-0.7265621,0.1941018,4.815053
-0.3302172,-0.08424922,-1.7150449,4.036751
0.39470133,-1.2310292,0.0142206615,4.1574426
-0.79137343,-0.1707439,1.318,0.7518853
1.0586455,0.25698924,0.19723879,2.7503796
1.5654587,-0.06481308,0.4084287,3.3927326
-1.216398,-0.6510179,-1.6193694,1.5876471
1.5441935,0.52988046,-0.32409796,3.5954378
0.36950126,-0.44933945,1.0129107,2.0872915
1.3196236,-0.9692508,-1.2606798,9.35346
0.28040737,-1.2915026,-0.80469584,5.692396
0.87763804,-0.36611864,1.1601927,2.42908
-0.19602612,-1.6563823,0.4924776,3.4001937
1.3748707,1.4681754,0.80224895,1.8562266
0.30172694,-0.8342626,-1.6031295,7.3443413
-0.7569008,-0.72279906,1.0925733,1.0324728
0.48617017,0.1695806,-0.3756832,2.750485
-0.746389,0.4632406,0.3601588,0.833238
-0.15483119,-0.1591811,1.3878388,1.2668592
-0.65238714,1.2146523,-1.5843036,1.8919729
1.1896946,-1.0195177,0.4906449,4.3898287
-1.3124042,0.63780123,-1.5541728,0.76171124
-0.7468604,0.0028605445,1.2710695,0.751398
-0.439191,-1.4253769,0.50356454,2.3963726
-0.98843795,-0.67504543,0.19024111,0.979018
0.20971014,0.4548848,-0.68924177,2.5129392
-1.6539575,0.34318194,0.6468638,0.018124824
1.6026026,1.2870355,-0.8927431,3.8690794
-1.4159129,1.1846693,0.32750013,0.19374983
1.3768368,-0.95344746,1.4419293,3.521589
0.3337799,-0.74500257,-1.2905742,5.7366886
-0.5120969,-0.36649168,-0.4911624,1.8770194
1.1114647,-1.2545083,0.40036678,5.0043664
0.31557766,-0.46851644,0.29729655,2.5116408
1.4387304,-1.4339014,0.022692213,7.0830865
0.23543581,0.6764667,1.4772141,1.1977369
-0.4960252,1.2525696,-0.44741708,1.1447902
0.5099131,0.1462303,0.4422622,2.1087778
-0.41990903,-1.2535578,0.90961546,1.9489839
0.77200663,-1.3264954,-0.3340685,5.9252453
1.5848851,-0.6785741,1.121753,3.5670955
1.0427603,0.5189115,1.1211809,1.9408873
-0.7058038,0.04977605,0.7641514,0.88015056
1.0413913,0.32694945,-0.42010608,3.3496714
0.3553212,1.6661766,1.4914569,0.9953824
0.9218105,0.82453394,-0.99371463,3.6291912
-1.0026172,0.38540283,0.5300825,0.58663344
-1.6577971,-0.34937933,0.34405026,0.020610617
-0.6182888,0.83968735,1.2117743,0.6751177
-1.2739147,0.65093505,-1.4092338,0.7558303
1.4603895,-1.5779009,0.2985981,7.2048388
0.54323614,-1.0331789,-0.9903952,6.1294694
