1.3639385,-0.36631173,0.2860488
1.4766983,-1.061742,0.2909649
-0.35634318,0.8048907,0.24820384
1.6293025,-0.7265621,0.2633007
-0.33021733,-0.08424922,0.32403207
0.39470124,-1.2310292,0.5309213
-0.79137355,-0.1707439,0.3117378
1.0586454,0.25698924,0.2677763
1.5654585,-0.06481308,0.2519199
-1.2163981,-0.6510179,0.30900943
1.5441934,0.52988046,0.22757912
0.36950117,-0.44933945,0.37200937
1.3196235,-0.9692508,0.32308358
0.28040725,-1.2915026,0.5617249
0.877638,-0.36611864,0.33161
-0.19602624,-1.6563823,0.7121235
1.3748705,1.4681754,0.19574097
0.30172685,-0.8342626,0.44128868
-0.7569009,-0.72279906,0.3754103
0.48617005,0.1695806,0.2967914
-0.74638903,0.4632406,0.26249516
-0.15483129,-0.1591811,0.3366243
-0.65238726,1.2146523,0.22018056
1.1896945,-1.0195177,0.35179102
-1.3124043,0.63780123,0.22948599
-0.74686044,0.0028605445,0.29851884
-0.43919113,-1.4253769,0.56560755
-0.98843807,-0.67504543,0.34165287
0.20971002,0.4548848,0.27628344
-1.6539576,0.34318194,0.22271538
1.6026025,1.2870355,0.19580087
-1.4159129,1.1846693,0.20247722
1.3768367,-0.95344746,0.3112643
0.33377978,-0.74500257,0.42227632
-0.51209694,-0.36649168,0.34983402
1.1114646,-1.2545083,0.38437736
0.31557757,-0.46851644,0.37665698
1.4387302,-1.4339014,0.279973
0.23543571,0.6764667,0.25919586
-0.4960253,1.2525696,0.22055419
0.50991297,0.1462303,0.2983323
-0.41990912,-1.2535578,0.5204301
0.7720065,-1.3264954,0.48353472
1.584885,-0.6785741,0.26973546
1.0427601,0.5189115,0.25146565
-0.70580393,0.04977605,0.29640812
1.0413911,0.32694945,0.263866
0.3553211,1.6661766,0.20301804
0.9218104,0.82453394,0.23731321
-1.0026172,0.38540283,0.25751206
-1.6577972,-0.34937933,0.2419862
-0.6182889,0.83968735,0.24149396
-1.2739148,0.65093505,0.23058936
1.4603895,-1.5779009,0.25060168
0.5432361,-1.0331789,0.46386248
0.7605634,0.065927684,0.2967758
0.59185714,0.67488253,0.2545055
0.017189596,0.8633748,0.24702755
1.3950604,-1.0412242,0.30897337
-1.1765872,-1.7398986,0.2941277
0.15559547,-0.08488195,0.32900575
-1.1284078,-0.19443728,0.28855592
0.5782349,0.5177258,0.2658928
-0.54598856,-0.47734883,0.3619725
0.574901,1.3528605,0.21572363
-0.31168145,0.12430664,0.30295312
1.4756372,1.2925136,0.1995146
-0.97367674,-1.2191092,0.39345202
-0.98004264,0.71114,0.23901394
-0.9801046,0.21661922,0.2697428
1.596288,-0.87373656,0.26881304
0.6211194,0.8796516,0.24084707
1.704464,-1.7256466,0.1332345
-1.3742464,1.4302292,0.19468513
-1.6611862,0.14871557,0.22860652
-1.300337,0.1768229,0.2532436
-1.111441,0.8210191,0.22862016
0.74476373,0.15298373,0.2898697
0.66387576,0.7615208,0.2473573
1.4782767,1.1269583,0.20573993
-0.8423034,-1.3672544,0.44383472
-1.126981,1.1715833,0.21170294
0.96098155,-0.2568009,0.31452543
-0.6490221,-0.40259773,0.3456189
1.092474,0.3612102,0.25925666
-0.36155865,1.383898,0.21541063
1.0324028,-0.95026493,0.3760877
-1.2910436,-1.179701,0.31084797
-0.8220219,1.0994806,0.22270937
0.5722489,-0.8200724,0.41948047
0.41126463,0.5736609,0.2648103
-0.39197174,-0.25255316,0.3414467
1.0737791,0.4914453,0.2519103
1.2180066,1.3503819,0.20420347
-1.2018362,-0.88544583,0.32399407
-0.8723457,-0.84753036,0.37550738
1.6242226,0.8706247,0.2100838
-0.5340187,0.103229225,0.298627
-0.5634428,-0.18693863,0.32632145
-1.6193655,-1.5396707,0.17681631
-0.93917555,1.4985255,0.20205235
0.4773954,-0.059844762,0.3198173
-0.18018454,-0.3174516,0.35628697
-1.2030636,-0.7158828,0.3146979
0.08755134,-0.34060517,0.3619358
-1.1293402,0.8625496,0.22594126
-1.4140673,-0.033633366,0.25537783
-0.9012713,1.5125232,0.20217122
-1.4602523,-0.09481745,0.2541443
-1.0495214,-0.24574238,0.29897243
1.7688069,1.0006121,0.19945091
0.3724561,-0.03872565,0.3203909
0.57790375,-0.34457472,0.34862965
-1.5592384,0.59527504,0.21915223
-1.0840297,1.3953055,0.2032931
-0.52613616,0.4461915,0.27024406
0.31647378,1.2327783,0.22423185
-1.4683632,1.147776,0.2021002
-0.6949541,0.50472885,0.26126143
-0.9839533,0.6189763,0.24412623
0.051924214,0.5749532,0.26738477
-0.59373313,0.18945386,0.2888852
-0.07219894,1.5046489,0.21115607
-1.1199504,1.6321248,0.1932646
-1.1350474,0.6335896,0.23739432
-0.9576589,-0.0810912,0.29305127
-0.54239774,1.5853868,0.20425458
-1.3122505,-1.3634903,0.29684234
1.4912726,1.3005015,0.1987533
-0.29466924,0.93964916,0.24041829
1.5290378,1.1373847,0.20363422
0.58379817,-0.12844662,0.3233479
-1.4113121,-1.3067586,0.27236176
1.2390637,1.2627451,0.2073157
-0.4267388,-0.76300687,0.4138243
-0.61306256,0.4700707,0.26613948
-1.3825036,1.0042982,0.21066147
-1.665121,-1.6385071,0.14107762
0.53992796,0.123672515,0.29958552
-0.3290811,-0.61858505,0.3957215
0.71769387,1.2564359,0.2185567
-1.3663017,-1.1141539,0.29372516
1.3258587,1.0758225,0.21278183
-1.2171311,1.1046969,0.21198778
-0.25024918,0.97818786,0.23849191
0.4068936,1.6970417,0.2013728
0.9363069,0.2734781,0.2723339
1.4376055,-1.5889555,0.25680378
1.6161231,1.2636714,0.19617538
-1.318522,0.16800956,0.2525008
0.48060513,0.04177061,0.30921692
-0.69366735,-1.6703103,0.53955734
-0.14158995,-0.38887763,0.3670124
-1.2419953,-0.84771377,0.31514174
1.6159499,1.7311953,0.18092676
-1.2169533,1.2604387,0.20547424
0.9676523,1.3202281,0.21106207
0.652446,1.2125639,0.22175862
0.6068324,-1.084527,0.4664302
-0.8840197,-0.7492987,0.36281964
1.6126652,-0.6821853,0.2655406
0.4256338,-0.6989674,0.409123
0.26871175,1.3773494,0.21701205
-1.4706599,0.6050292,0.22333324
0.77016526,1.417706,0.21005425
-0.2112337,-0.0755285,0.32587636
-0.7418897,-1.5626274,0.5030388
1.5265402,-0.50396377,0.27336955
0.43114245,1.244181,0.22273137
-0.90577304,1.0787023,0.22179629
-0.82458675,0.5518671,0.25391468
-0.035099886,-0.50960535,0.3869049
1.0088333,-1.6364744,0.43325838
-0.39296222,-0.9391933,0.4500491
-0.9355667,0.9247806,0.22884491
-0.54264826,-0.7033258,0.3944335
-1.2395577,0.8490005,0.22263463
0.66138977,0.48755103,0.266111
1.3803035,-0.66939807,0.3000288
-1.5743192,1.0791825,0.20075224
0.4471634,-0.55891126,0.38504693
0.93689245,-0.051661067,0.29794282
0.35946012,-0.66380936,0.40645546
-0.5662127,-1.6632365,0.5952808
0.9461075,0.29070935,0.27065742
0.952258,0.51559454,0.2550852
0.69117707,-0.8796049,0.41716304
-0.25549895,1.086874,0.2320596
-0.4089238,-1.5725366,0.6221227
0.23140758,-1.6903589,0.7415444
-0.25710535,-1.0806097,0.4944456
-0.46610478,-0.6016454,0.38484165
1.148076,-0.18869911,0.29428527
1.5273204,-0.33340344,0.26680312
-0.12335487,0.8103549,0.25006226
-0.33847296,-1.5383277,0.627575
0.072283916,0.26607737,0.2932291
-0.055686064,0.037320845,0.31551895
0.46121863,0.47186252,0.27172345
0.52980584,1.7570219,0.19795346
-1.5171661,1.0903981,0.20247175
-0.58845335,-0.9680285,0.43343583
1.4975755,-1.4359078,0.26087707
