Grid Size,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
2,I.10.7,0.00031063921051099896,0.0004796729190275073,0.9956300258636475,0.9974502921104431,12.928674900002079,Medium
2,I.11.19,0.06745060533285141,0.07942157983779907,0.7517699003219604,0.8086677193641663,15.040433499998471,Medium
2,I.12.11,0.016049005091190338,0.027878209948539734,0.7751604318618774,0.8762656450271606,14.196288400002231,Medium
2,I.12.1,0.00010770765220513567,9.4418806838803e-05,0.999085009098053,0.9990549683570862,3.3539707000018097,Easy
2,I.12.2,0.00011523459397722036,0.00012581613555084914,0.8856800198554993,0.9080072641372681,14.27719149999757,Medium
2,I.12.4,1.545901432109531e-05,1.7595522876945324e-05,0.9946070313453674,0.9957275986671448,14.493065700000443,Easy
2,I.12.5,0.0001128446965594776,9.71595145529136e-05,0.9990584850311279,0.999009907245636,1.2906004000033136,Easy
2,I.13.12,0.00024134633713401854,0.0002725295489653945,0.9785464406013489,0.9832988977432251,14.81811259999813,Medium
2,I.13.4,0.0033805822022259235,0.005077444016933441,0.9496451616287231,0.9689587354660034,14.394179999995686,Medium
2,I.14.3,3.7039731978438795e-05,3.970864781877026e-05,0.9990144968032837,0.9990314841270447,10.698485700006131,Easy
2,I.14.4,7.85216525400756e-06,7.4013378252857365e-06,0.9991347193717957,0.9991684556007385,6.468997399999353,Easy
2,I.15.10,0.00038102889084257185,0.00044276908738538623,0.9958937764167786,0.9968636631965637,14.111309399995662,Medium
2,I.15.3t,0.009836769662797451,0.013028949499130249,0.9713732600212097,0.9802697896957397,14.301554400000896,Hard
2,I.15.3x,0.0054001775570213795,0.007424944546073675,0.9868669509887695,0.9909722208976746,13.891528399995877,Hard
2,I.16.6,0.00030693679582327604,0.0003379210829734802,0.9990552663803101,0.9991380572319031,0.7834788999971352,Medium
2,I.18.12,0.0014645149931311607,0.001583917997777462,0.9681822657585144,0.9746314883232117,14.181340199997067,Easy
2,I.18.16,0.004397359676659107,0.005335989408195019,0.7143107056617737,0.7432936429977417,14.396062699997856,Easy
2,I.18.4,0.00015531685494352132,0.00016647773736622185,0.9990269541740417,0.9991251826286316,2.2948070999991614,Medium
