Layers,Nodes,Function,train MSE,test MSE,R2 Score,time
3,2,I.12.1,0.0009558505844324827,0.0009287329739890993,0.9909999370574951,1.877289599739015
3,2,I.12.4,0.00014140836719889194,0.00014385163376573473,0.9559098482131958,8.683309600222856
3,2,I.12.5,0.0012681918451562524,0.0010141810635104775,0.9901718497276306,0.6559332995675504
3,2,I.14.3,0.00033388580777682364,0.00032879726495593786,0.9918397665023804,2.1956714997068048
3,2,I.14.4,9.262337698601186e-05,8.020742097869515e-05,0.9906232357025146,2.7755300998687744
3,2,I.18.12,0.01244483795017004,0.012474313378334045,0.7494162321090698,8.625558199826628
3,2,I.18.16,0.00899678748100996,0.010506107471883297,0.4375022053718567,8.631793800275773
3,2,I.25.13,0.003236545016989112,0.0026089258026331663,0.9916826486587524,0.9190952000208199
3,2,I.26.2,0.0020180477295070887,0.0020727161318063736,0.990452229976654,2.2846682998351753
3,2,I.27.6,0.00026972623891197145,0.00028893331182189286,0.9907829761505127,2.40192659990862
3,2,I.30.5,0.0014124312438070774,0.0013546552509069443,0.9914107322692871,0.6330634001642466
3,2,I.43.16,0.0002884219284169376,0.00031477282755076885,0.9868305921554565,9.484627000056207
3,2,I.47.23,0.0003839450073428452,0.00034748599864542484,0.9917964935302734,0.438495600130409
3,2,II.10.9,0.0005748423282057047,0.0004977424978278577,0.9916732311248779,2.73967929976061
3,2,II.13.17,6.55145340715535e-05,0.0001014472363749519,0.9882218837738037,9.584227399900556
3,2,II.15.4,0.0022170497104525566,0.0024028781335800886,0.9586528539657593,9.36992480000481
3,2,II.15.5,0.002816587220877409,0.003159141633659601,0.9456395506858826,9.415163000114262
3,2,II.2.42,0.0016435196157544851,0.001754902652464807,0.9097137451171875,9.519976999610662
3,2,II.27.16,0.00015525647904723883,0.0001587522419868037,0.9908497929573059,7.573470700066537
3,2,II.27.18,0.0003839378186967224,0.00033236961462534964,0.9902859926223755,1.6047540996223688
3,2,II.3.24,0.0001064572497853078,0.0001063202871591784,0.9456672668457031,9.302260699681938
3,2,II.34.11,0.0009697309578768909,0.0008885265560820699,0.85130375623703,9.252631300128996
3,2,II.34.29b,0.0001826672669267282,0.00019259190594311804,0.9843614101409912,9.368397900369018
3,2,II.38.14,0.0001035167442751117,0.00010077876504510641,0.9910641312599182,0.6430450999177992
3,2,II.38.3,0.000985212391242385,0.0009826781461015344,0.9588868618011475,9.33850540034473
3,2,II.4.23,9.027337910083588e-06,7.113182164175669e-06,0.9915763735771179,6.610962099861354
3,2,II.8.31,8.724888903088868e-05,8.953661017585546e-05,0.9903529286384583,1.3597988998517394
3,2,III.12.43,0.00042520253919065,0.0004481686919461936,0.9905720949172974,0.3157605999149382
3,2,III.15.27,0.047100551426410675,0.03680159151554108,0.9930092692375183,0.6630536997690797
3,2,III.7.38,0.0021223726216703653,0.0018298159120604396,0.9914308786392212,0.809406999964267
3,6,I.12.1,0.0009209305862896144,0.0007358465809375048,0.9928691387176514,0.7984048998914659
3,6,I.12.4,2.522401155147236e-05,2.856054197764024e-05,0.9912462830543518,2.7863659998402
3,6,I.12.5,0.001143219880759716,0.0009800599655136466,0.9905025362968445,1.120718200225383
3,6,I.14.3,0.00032883661333471537,0.00035977226798422635,0.9910709857940674,1.6339958999305964
3,6,I.14.4,4.716238618129864e-05,4.707616608357057e-05,0.9944965243339539,0.7996724001131952
3,6,I.18.12,0.0037660193629562855,0.004525315016508102,0.9090955257415771,12.589301800355315
3,6,I.18.16,0.0028295458760112524,0.0032347089145332575,0.8268134593963623,12.688664800021797
3,6,I.25.13,0.002169904066249728,0.001941631780937314,0.9938099980354309,0.20226849988102913
3,6,I.26.2,0.0020764784421771765,0.0018534568371251225,0.991462230682373,0.6887877001427114
3,6,I.27.6,0.00033879344118759036,0.0003019801224581897,0.9903668165206909,0.8802251000888646
3,6,I.30.5,0.0011802450753748417,0.0012027809862047434,0.9923737049102783,0.4070522002875805
3,6,I.43.16,0.0002329800627194345,0.00023879487707745284,0.9900093078613281,3.9007823998108506
3,6,I.47.23,0.0002312267606612295,0.0002795610926114023,0.9934000968933105,0.3594888001680374
