Layers,Nodes,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
1,2,I.10.7,0.00035090630990453064,0.00045107968617230654,0.9958904981613159,0.9971197843551636,9.453535700000003,Medium
1,2,I.11.19,0.11374673992395401,0.13423004746437073,0.5804674625396729,0.6773427724838257,8.992769900000013,Medium
1,2,I.12.11,0.027960876002907753,0.028150904923677444,0.7729611396789551,0.7844277024269104,8.973278100000016,Medium
1,2,I.12.1,8.79016297403723e-05,8.983491716207936e-05,0.9991294145584106,0.9992287755012512,3.358772999999985,Easy
1,2,I.12.2,0.00028172333259135485,0.0003273269976489246,0.7025817632675171,0.7750979661941528,8.984177799999998,Medium
1,2,I.12.4,0.0020037607755512,0.0019970214925706387,0.3879181742668152,0.446220338344574,9.033700399999987,Easy
1,2,I.12.5,0.00011287684901617467,9.049112850334495e-05,0.9991230964660645,0.9990096092224121,2.997899299999972,Easy
1,2,I.13.12,0.0006153784925118089,0.000610046146903187,0.951977014541626,0.9574159383773804,8.972283199999993,Medium
1,2,I.13.4,0.00014890605234541,0.00017333924188278615,0.998280942440033,0.9986327290534973,8.946634999999958,Medium
1,2,I.14.3,0.00014166595065034926,0.00016262703866232187,0.9959638714790344,0.996295690536499,8.940146199999958,Easy
1,2,I.14.4,1.1123332114948425e-05,8.385796718357597e-06,0.9990196228027344,0.998822033405304,6.9958776000000285,Easy
1,2,I.15.10,0.0007871107663959265,0.0007892372668720782,0.9926806688308716,0.9935210943222046,8.960801500000002,Medium
1,2,I.15.3t,0.01574450545012951,0.01672111265361309,0.9632609486579895,0.9684202671051025,9.025583599999948,Hard
1,2,I.15.3x,0.007960377261042595,0.008514666929841042,0.984939455986023,0.9866921901702881,8.990217900000005,Hard
1,2,I.16.6,0.0003555406292434782,0.0003326919686514884,0.99906986951828,0.9990015625953674,0.9271771999999601,Medium
1,2,I.18.12,0.007803460117429495,0.007431121077388525,0.8507237434387207,0.8648273944854736,8.907934299999965,Easy
1,2,I.18.16,0.008976037614047527,0.010493681766092777,0.4381674528121948,0.47600245475769043,9.154345700000022,Easy
1,2,I.18.4,0.00015481507580261678,0.0001467421097913757,0.9991422891616821,0.999127984046936,6.193969299999992,Medium
1,2,I.24.6,5.9164529375266284e-05,5.3467374527826905e-05,0.9687686562538147,0.9696005582809448,9.005795199999966,Medium
1,2,I.25.13,0.0004222682327963412,0.0003075790882576257,0.9990194439888,0.9987145662307739,1.7600778999999989,Easy
1,2,I.26.2,0.0010417189914733171,0.000965019513387233,0.9955547451972961,0.9948341846466064,8.971037299999978,Easy
1,2,I.27.6,3.1089766707737e-05,2.856272112694569e-05,0.9990888237953186,0.9990321397781372,4.5709635999999705,Easy
1,2,I.29.16,0.06803582608699799,0.07216630131006241,0.4787933826446533,0.5170173645019531,9.003813300000047,Hard
1,2,I.29.4,0.00011451600585132837,9.772947669262066e-05,0.9991507530212402,0.9989893436431885,2.04247730000003,Medium
1,2,I.30.3,0.07022535800933838,0.07623451948165894,0.5687527656555176,0.5914198160171509,8.941695299999992,Hard
1,2,I.30.5,0.0002122718869941309,0.00014805237879045308,0.9990612864494324,0.9987362623214722,0.6828118000000245,Easy
1,2,I.32.17,0.043039675801992416,3.6381638050079346,0.20112890005111694,0.8531612157821655,9.072131900000045,Hard
1,2,I.32.5,0.004897763021290302,0.01769113354384899,0.881528377532959,0.9765310287475586,8.992029599999967,Medium
1,2,I.34.10,0.00028421124443411827,0.00023695940035395324,0.9991040825843811,0.9990521669387817,7.318043799999998,Medium
1,2,I.34.14,0.00028410556842572987,0.0002547678886912763,0.9982199668884277,0.9982163310050964,8.98556910000002,Hard
1,2,I.34.27,0.00011101808922830969,8.801390504231676e-05,0.9991470575332642,0.9990259408950806,5.0428722000000334,Medium
