Grid Size,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
2,I.10.7,0.00031063921051099896,0.0004796729190275073,0.9956300258636475,0.9974502921104431,16.376042899908498,Medium
2,I.11.19,0.06745060533285141,0.07942157983779907,0.7517699003219604,0.8086677193641663,13.126686899922788,Medium
2,I.12.11,0.016049005091190338,0.027878209948539734,0.7751604318618774,0.8762656450271606,12.910957700107247,Medium
2,I.12.1,0.00010770765220513567,9.4418806838803e-05,0.999085009098053,0.9990549683570862,3.0835569000337273,Easy
2,I.12.2,0.00011523459397722036,0.00012581613555084914,0.8856800198554993,0.9080072641372681,13.350672899978235,Medium
2,I.12.4,1.545901432109531e-05,1.7595522876945324e-05,0.9946070313453674,0.9957275986671448,13.7351979999803,Easy
2,I.12.5,0.0001128446965594776,9.71595145529136e-05,0.9990584850311279,0.999009907245636,1.4283923001494259,Easy
2,I.13.12,0.0002413476031506434,0.0002725309750530869,0.9785463213920593,0.9832987785339355,14.958367600105703,Medium
2,I.13.4,0.0033805822022259235,0.005077444016933441,0.9496451616287231,0.9689587354660034,12.860888499999419,Medium
2,I.14.3,3.7039731978438795e-05,3.970864781877026e-05,0.9990144968032837,0.9990314841270447,9.742740999907255,Easy
2,I.14.4,7.851752343412954e-06,7.400831236736849e-06,0.9991347789764404,0.9991685152053833,5.99607490003109,Easy
2,I.15.10,0.00038102889084257185,0.00044276908738538623,0.9958937764167786,0.9968636631965637,14.296831199899316,Medium
2,I.15.3t,0.009836769662797451,0.013028949499130249,0.9713732600212097,0.9802697896957397,13.741451800102368,Hard
2,I.15.3x,0.0054001775570213795,0.007424944546073675,0.9868669509887695,0.9909722208976746,14.376379299908876,Hard
2,I.16.6,0.00030693679582327604,0.0003379210829734802,0.9990552663803101,0.9991380572319031,0.8322326000779867,Medium
2,I.18.12,0.0014645149931311607,0.001583917997777462,0.9681822657585144,0.9746314883232117,13.54945269995369,Easy
2,I.18.16,0.004397359676659107,0.005335989408195019,0.7143107056617737,0.7432936429977417,13.725909600034356,Easy
2,I.18.4,0.00015531685494352132,0.00016647773736622185,0.9990269541740417,0.9991251826286316,2.0994943000841886,Medium
2,I.24.6,3.655328691820614e-05,3.735826612683013e-05,0.9781783223152161,0.9812184572219849,13.225343199912459,Medium
2,I.25.13,0.00042586392373777926,0.0002808668068610132,0.9991045594215393,0.99870365858078,0.4508041001390666,Easy
2,I.26.2,0.000226776217459701,0.0002038594539044425,0.9990609288215637,0.9988754391670227,5.167488500010222,Easy
2,I.27.6,2.312722244823817e-05,2.9670285584870726e-05,0.9990535378456116,0.9992800354957581,2.9246016000397503,Easy
2,I.29.16,0.038194719702005386,0.04495212435722351,0.6753422617912292,0.7288577556610107,12.827380699804053,Hard
2,I.29.4,0.00017144758021458983,0.00010022470814874396,0.999129056930542,0.9984868764877319,0.6595185999758542,Medium
2,I.30.3,0.024297820404171944,0.02859550714492798,0.8382394909858704,0.8586321473121643,12.824904199922457,Hard
2,I.30.5,0.00015045658801682293,0.0001480240753153339,0.9990614652633667,0.9991042613983154,1.1851063000503927,Easy
2,I.32.17,0.006508084014058113,3.4447133541107178,0.24360692501068115,0.9777963161468506,13.278534600045532,Hard
2,I.32.5,0.0017087869346141815,0.0057184724137187,0.9617053270339966,0.9918118715286255,12.96698040002957,Medium
2,I.34.10,0.00041595721268095076,0.00025370114599354565,0.9990407824516296,0.9986127614974976,7.459001600043848,Medium
2,I.34.14,0.00017130112973973155,0.00014114858640823513,0.9990138411521912,0.9989245533943176,3.2874875999987125,Hard
2,I.34.27,9.881849837256595e-05,9.580625192029402e-05,0.9990715980529785,0.9991329908370972,3.5847378000617027,Medium
2,I.34.8,0.003719429485499859,0.0036387466825544834,0.8904526233673096,0.9100227355957031,12.736167900031433,Medium
2,I.37.4,0.0007156624342314899,0.0007376769790425897,0.9990726709365845,0.9990191459655762,1.5247493002098054,Hard
2,I.38.12,0.0813772976398468,0.02585316076874733,0.9974119663238525,0.994159996509552,12.812218700069934,Medium
2,I.39.10,0.0001122392131946981,8.172216621460393e-05,0.9992359280586243,0.9989786744117737,0.3538204999640584,Medium
2,I.39.11,6.315859354799613e-05,5.122800575918518e-05,0.9991507530212402,0.9989346265792847,2.7245509000495076,Medium
