Main Network Layers,Function,train MSE,test MSE,R2 Score,time,Level
1,I.10.7,0.0018434430239722133,0.001022176118567586,0.9906876087188721,1.7412274999951478,Medium
1,I.11.19,0.03499457240104675,0.04972892254590988,0.8445734977722168,6.947474599990528,Medium
1,I.12.11,0.011852225288748741,0.013609279878437519,0.8902402520179749,6.388338899996597,Medium
1,I.12.1,0.0008379779173992574,0.0008863040711730719,0.9914110898971558,0.3636681000061799,Easy
1,I.12.2,3.4784970921464264e-05,5.657863221131265e-05,0.9485911130905151,6.303934199997457,Medium
1,I.12.4,0.00015873163647484034,0.0001523547398392111,0.9533036947250366,6.1449547999945935,Easy
1,I.12.5,0.000984014361165464,0.0009413372026756406,0.9908778071403503,0.3050696999998763,Easy
1,I.13.12,0.00012940542364958674,0.00012162614439148456,0.9904255867004395,2.328584899980342,Medium
1,I.13.4,0.0011139455018565059,0.0010068663395941257,0.9900145530700684,0.37420340001699515,Medium
1,I.14.3,0.0002721143828239292,0.0002967583714053035,0.9926348924636841,0.9967489000118803,Easy
1,I.14.4,9.697281348053366e-05,7.120936061255634e-05,0.9916751980781555,0.630131000012625,Easy
1,I.15.10,0.00107176776509732,0.0010313723469153047,0.9904351234436035,0.5482988000148907,Medium
1,I.15.3t,0.012214891612529755,0.01678282767534256,0.9631253480911255,6.169223600008991,Hard
1,I.15.3x,0.004504131153225899,0.005231128539890051,0.990747332572937,3.6996147999889217,Hard
1,I.16.6,0.003175053047016263,0.00270000658929348,0.9924513697624207,0.12352240001200698,Medium
1,I.18.12,0.0018474353710189462,0.0023075665812939405,0.953645646572113,6.025617900013458,Easy
1,I.18.16,0.0015501775778830051,0.00223778304643929,0.8801889419555664,6.103002999996534,Easy
1,I.18.4,0.001657505752518773,0.001677264692261815,0.9901966452598572,0.14196320000337437,Medium
1,I.24.6,1.9083347069681622e-05,2.136195143975783e-05,0.9875220656394958,6.0679717999883,Medium
1,I.25.13,0.0036549619399011135,0.0028089270927011967,0.9910450577735901,0.11836570000741631,Easy
1,I.26.2,0.002311267424374819,0.002167129423469305,0.990017294883728,0.43204049998894334,Easy
1,I.27.6,0.0003160485939588398,0.0002893318305723369,0.9907702803611755,0.3033480000158306,Easy
1,I.29.16,0.006864192895591259,0.007939510978758335,0.9426584839820862,6.134161399997538,Hard
1,I.29.4,0.0014639004366472363,0.0010249369079247117,0.9910933971405029,0.2161993000190705,Medium
1,I.30.3,0.019941454753279686,0.024056188762187958,0.8639177680015564,5.968375500000548,Hard
