Main Network Layers,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
1,I.10.7,0.00011423207615735009,0.0004759592702612281,0.9956638216972351,0.9990623593330383,18.094361400000025,Medium
1,I.11.19,0.04021257907152176,0.053325455635786057,0.8333326578140259,0.8859318494796753,14.986022899999853,Medium
1,I.12.11,0.021447600796818733,0.02334732376039028,0.811702311038971,0.8346436619758606,14.805935300000101,Medium
1,I.12.1,0.0001019032861222513,9.679998038336635e-05,0.9990619421005249,0.9991059303283691,1.0718758999998954,Easy
1,I.12.2,9.795279038371518e-05,0.00010415261931484565,0.9053640961647034,0.9218034744262695,14.630819900000006,Medium
1,I.12.4,1.5915102267172188e-05,1.9084836822003126e-05,0.9941505193710327,0.9956015348434448,14.777370599999813,Easy
1,I.12.5,8.90182564035058e-05,8.900048851501197e-05,0.9991375207901001,0.9992189407348633,0.9533622999999807,Easy
1,I.13.12,4.519111826084554e-05,5.1637707656482235e-05,0.9959350824356079,0.9968727827072144,14.728323600000067,Medium
1,I.13.4,7.554671901743859e-05,7.949637074489146e-05,0.9992116093635559,0.999306321144104,2.848660099999961,Medium
1,I.14.3,4.155439091846347e-05,3.762822234421037e-05,0.9990661144256592,0.9989134073257446,8.212295099999892,Easy
1,I.14.4,7.477594408555888e-06,7.0016671998018865e-06,0.9991814494132996,0.9992081522941589,1.6194389999998293,Easy
1,I.15.10,0.000615847937297076,0.0006577962194569409,0.9938996434211731,0.9949308037757874,14.205313100000012,Medium
1,I.15.3t,0.004700667690485716,0.00960146076977253,0.9789040088653564,0.9905715584754944,14.419613800000207,Hard
1,I.15.3x,0.0038568731397390366,0.00484385946765542,0.9914323091506958,0.9935522079467773,14.81099109999991,Hard
1,I.16.6,0.00029691203963011503,0.0003402662114240229,0.9990487098693848,0.9991662502288818,2.249046700000008,Medium
1,I.18.12,0.0024942175950855017,0.0024849409237504005,0.950082540512085,0.956794798374176,14.611460800000032,Easy
1,I.18.16,0.0020047344733029604,0.002230143640190363,0.8805979490280151,0.8829688429832458,14.64571060000003,Easy
1,I.18.4,0.00016465045337099582,0.00015953363617882133,0.9990675449371338,0.9990726113319397,1.5042141999999785,Medium
1,I.24.6,4.030438049085205e-06,4.710263510787627e-06,0.997248649597168,0.9979290962219238,14.599310399999922,Medium
1,I.25.13,0.0003094543353654444,0.00029716029530391097,0.9990526437759399,0.9990580081939697,0.7459223000000748,Easy
1,I.26.2,0.0002263648493681103,0.0002095716627081856,0.9990346431732178,0.9988774657249451,8.468231199999991,Easy
1,I.27.6,2.0973000573576428e-05,2.3869972210377455e-05,0.9992385506629944,0.9993470907211304,3.063458700000183,Easy
1,I.29.16,0.027370326220989227,0.036153387278318405,0.7388893961906433,0.8056995272636414,14.634264200000189,Hard
1,I.29.4,0.00012692365271504968,0.00010867765377042815,0.9990556240081787,0.9988798499107361,1.3973466999998436,Medium
1,I.30.3,0.016306230798363686,0.01981026493012905,0.8879362940788269,0.9051282405853271,14.349031200000127,Hard
1,I.30.5,0.00022309353516902775,0.0001398604508722201,0.9991132020950317,0.99867182970047,2.2382698999999775,Easy
1,I.32.17,0.010585556738078594,4.0153937339782715,0.11829650402069092,0.9638851881027222,15.35938269999997,Hard
1,I.32.5,0.0004393586714286357,0.004834264051169157,0.9676265716552734,0.9978947043418884,14.73516380000001,Medium
1,I.34.10,0.0004912965232506394,0.00024259889323730022,0.9990827441215515,0.9983615279197693,2.4664035000000695,Medium
1,I.34.14,0.00018665169773157686,0.0001417329622199759,0.9990097284317017,0.9988281726837158,2.3566269000000375,Hard
1,I.34.27,0.00011880392412422225,9.772930934559554e-05,0.9990529417991638,0.998957633972168,1.2641151000000264,Medium
1,I.34.8,0.0036660379264503717,0.005476571153849363,0.8351234197616577,0.9113143682479858,14.936900899999955,Medium
1,I.37.4,0.0006823441362939775,0.0007268651970662177,0.9990862607955933,0.9990648031234741,3.7087775999998485,Hard
1,I.38.12,0.028938867151737213,0.008130805566906929,0.9991860389709473,0.9979231953620911,11.106643600000098,Medium
1,I.39.10,8.83044267538935e-05,8.402609819313511e-05,0.9992144107818604,0.999196469783783,0.9032220999999936,Medium
1,I.39.11,6.26051114522852e-05,5.827433415106498e-05,0.9990339279174805,0.9989439249038696,2.6473508000001402,Medium
1,I.39.22,2.48876658588415e-05,2.3757022063364275e-05,0.9990060329437256,0.9991564750671387,10.530591699999832,Hard
1,I.40.1,0.0018320941599085927,0.0032284704502671957,0.9620858430862427,0.9797384142875671,15.119328300000006,Hard
1,I.41.16,4.505706328927772e-06,8.723727660253644e-06,0.9990125298500061,0.9995251893997192,6.739967400000069,Hard
1,I.43.16,2.596710510260891e-05,2.1504722099052742e-05,0.9991002678871155,0.9991198778152466,6.589742000000115,Easy
1,I.43.31,1.5903849998721853e-05,1.704910391708836e-05,0.9992877244949341,0.9992836117744446,4.661772500000097,Medium
1,I.43.43,7.146033749449998e-05,7.054316665744409e-05,0.9990163445472717,0.9988597631454468,4.058186400000068,Medium
1,I.44.4,3.200307037332095e-05,3.815355012193322e-05,0.9970659613609314,0.9976542592048645,14.90111909999996,Hard
1,I.47.23,4.1006449464475736e-05,4.098454519407824e-05,0.9990324378013611,0.9990587830543518,2.035114300000032,Easy
1,I.50.26,0.004334971774369478,0.004982581362128258,0.9784513115882874,0.9810612797737122,14.835870899999918,Hard
1,I.6.20a,1.2667608643823769e-05,1.3235779988463037e-05,0.9993197321891785,0.9993032217025757,0.33360270000002856,Hard
1,I.6.20b,0.0002633352705743164,0.0002765069657471031,0.9844936728477478,0.9857450723648071,14.638071800000034,Hard
1,I.6.20,9.726812095323112e-06,1.051726212608628e-05,0.9991744756698608,0.9991729259490967,2.4232594000000063,Hard
1,I.9.18,9.594178845873103e-05,0.00010870140977203846,0.8624047040939331,0.886466920375824,15.550479900000028,Hard
1,II.10.9,7.492298755096272e-05,5.964142837910913e-05,0.9990022778511047,0.9987786412239075,2.1744787999998607,Easy
