Main Network Layers,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
1,I.10.7,3.6660145269706845e-05,0.00010322196612833068,0.9990596175193787,0.9996991157531738,7.249948600001517,Medium
1,I.11.19,0.04939860478043556,0.06542878597974777,0.7955039739608765,0.8598744869232178,6.853612400002021,Medium
1,I.12.11,0.010421239770948887,0.01271733082830906,0.897433876991272,0.9196544885635376,6.675134199998865,Medium
1,I.12.1,0.0001064099051291123,9.129453246714547e-05,0.9991152882575989,0.9990663528442383,0.36170789999960107,Easy
1,I.12.2,3.5769553505815566e-05,7.74093932705e-05,0.9296637177467346,0.9714449048042297,6.5055119000026025,Medium
1,I.12.4,3.5532571018848103e-06,3.359862148499815e-06,0.9989702105522156,0.9990180134773254,6.45805780000228,Easy
1,I.12.5,9.285789565183222e-05,0.00010173016198677942,0.999014139175415,0.9991852641105652,0.43566700000155834,Easy
1,I.13.12,2.8489590476965532e-05,5.8822355640586466e-05,0.9953694939613342,0.9980285167694092,6.59500990000015,Medium
1,I.13.4,0.00010676676174625754,9.596693416824564e-05,0.9990482330322266,0.9990196228027344,0.6443287000001874,Medium
1,I.14.3,2.698347634577658e-05,3.441212174948305e-05,0.9991459250450134,0.9992944598197937,3.755776199999673,Easy
1,I.14.4,8.070379408309236e-06,8.272266313724685e-06,0.9990329146385193,0.9991453886032104,1.4761896999989403,Easy
1,I.15.10,0.00030435441294685006,0.0003259483492001891,0.9969772100448608,0.9974947571754456,6.482073800001672,Medium
1,I.15.3t,0.010706640779972076,0.02271289750933647,0.9500960111618042,0.9785250425338745,6.5229843000015535,Hard
1,I.15.3x,0.006712167523801327,0.010832313448190689,0.9808400869369507,0.9887788891792297,6.524758899999142,Hard
1,I.16.6,0.000347493274603039,0.0003539571480359882,0.9990103840827942,0.9990242123603821,0.8394544000002497,Medium
1,I.18.12,0.0013831730466336012,0.0013259703991934657,0.9733639359474182,0.9760404825210571,6.498870100000204,Easy
1,I.18.16,0.002969066146761179,0.005131169687956572,0.72527676820755,0.826673686504364,6.545957900001667,Easy
1,I.18.4,0.00013882742496207356,0.00016968700219877064,0.9990081787109375,0.9992180466651917,1.4469517999968957,Medium
1,I.24.6,5.9977060118399095e-06,6.073947588447481e-06,0.9964520931243896,0.9969183206558228,6.618120699997235,Medium
1,I.25.13,0.00035745170316658914,0.00029470486333593726,0.9990604519844055,0.9989119172096252,0.3597072999982629,Easy
1,I.26.2,0.00020420641521923244,0.00021440199634525925,0.9990123510360718,0.9989873766899109,0.6392703000019537,Easy
1,I.27.6,2.570992182882037e-05,3.063893746002577e-05,0.9990226030349731,0.999199628829956,2.577180899999803,Easy
1,I.29.16,0.007280922029167414,0.009103693068027496,0.9342504143714905,0.9483131170272827,6.526039899999887,Hard
1,I.29.4,9.537617734167725e-05,9.089398372452706e-05,0.9992101192474365,0.9991582632064819,0.2902250000006461,Medium
1,I.30.3,0.02531786635518074,0.04161456972360611,0.7645926475524902,0.8526973724365234,6.408098199997767,Hard
1,I.30.5,0.0001471640425734222,0.00014165004540700465,0.9991018772125244,0.9991238713264465,0.4393859000010707,Easy
