Layers,Nodes,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
1,2,I.10.7,0.0003581445780582726,0.0006330129690468311,0.9942330121994019,0.9970603585243225,9.216851399993175,Medium
1,2,I.11.19,0.08046725392341614,0.08748885989189148,0.7265558242797852,0.7717443108558655,8.814214099998935,Medium
1,2,I.12.11,0.02034919150173664,0.022207729518413544,0.8208932280540466,0.8431121706962585,8.725705999997444,Medium
1,2,I.12.1,8.666371286381036e-05,8.695678843650967e-05,0.9991573095321655,0.9992396235466003,3.9911542999907397,Easy
1,2,I.12.2,0.0003048348007723689,0.00043263478437438607,0.6068962812423706,0.7566478848457336,8.730458100006217,Medium
1,2,I.12.4,0.0004586849536281079,0.0004367298388388008,0.8661434650421143,0.8732331991195679,8.62790710000263,Easy
1,2,I.12.5,0.0001298240094911307,0.00010227001621387899,0.9990089535713196,0.9988608956336975,4.345058899998548,Easy
1,2,I.13.12,0.00049965875223279,0.0005472690099850297,0.9569188952445984,0.9654237031936646,8.70018150001124,Medium
1,2,I.13.4,0.0010423623025417328,0.0009956483263522387,0.9901257753372192,0.9904288053512573,8.677709399999003,Medium
1,2,I.14.3,0.000208812634809874,0.0002180269075324759,0.9945889115333557,0.9945399761199951,8.63630669999111,Easy
1,2,I.14.4,2.1758378352387808e-05,1.9590392184909433e-05,0.9977097511291504,0.997695803642273,8.641642100003082,Easy
1,2,I.15.10,0.0016441053012385964,0.0015991049585863948,0.9851700067520142,0.9864669442176819,8.632020299992291,Medium
1,2,I.15.3t,0.013639995828270912,0.012467090040445328,0.9726077318191528,0.9726414084434509,8.593748999992386,Hard
1,2,I.15.3x,0.012421444058418274,0.010009733028709888,0.982295036315918,0.9792343378067017,8.574466299993219,Hard
1,2,I.16.6,0.00036835181526839733,0.00042145836050622165,0.9988216757774353,0.9989656209945679,8.570771899991087,Medium
1,2,I.18.12,0.013868867419660091,0.012853572145104408,0.741797685623169,0.7597615122795105,8.592114700004458,Easy
1,2,I.18.16,0.016739046201109886,0.02072538249194622,-0.10963857173919678,0.022818386554718018,8.635642899986124,Easy
1,2,I.18.4,0.00017511994519736618,0.00015187080134637654,0.9991123676300049,0.9990136623382568,3.293081700001494,Medium
1,2,I.24.6,8.629971125628799e-05,7.994252518983558e-05,0.9533040523529053,0.9556581974029541,8.65383350000775,Medium
1,2,I.25.13,0.0004148384905420244,0.00029824094963259995,0.999049186706543,0.9987372159957886,3.9933880000025965,Easy
1,2,I.26.2,0.00399037403985858,0.0037252334877848625,0.9828400015830994,0.9802119135856628,8.578450399989379,Easy
1,2,I.27.6,2.9845323297195137e-05,2.9262933821883053e-05,0.9990665316581726,0.9990708827972412,2.811483400000725,Easy
1,2,I.29.16,0.055043816566467285,0.05898135155439377,0.5740190148353577,0.6092469692230225,8.638136199995643,Hard
1,2,I.29.4,0.00013498168846126646,0.00010206321167061105,0.9991130828857422,0.9988086819648743,1.9221511999930954,Medium
1,2,I.30.3,0.05373675003647804,0.057632941752672195,0.6739790439605713,0.6873526573181152,8.617414099993766,Hard
1,2,I.30.5,0.00016184798732865602,0.00012155885633546859,0.9992292523384094,0.9990364909172058,2.5822600000101374,Easy
1,2,I.32.17,0.12320954352617264,3.7866098880767822,0.16853302717208862,0.579645037651062,8.711066000003484,Hard
1,2,I.32.5,0.019768236204981804,0.025091342628002167,0.8319716453552246,0.9052751064300537,8.646021100008511,Medium
1,2,I.34.10,0.0008801812655292451,0.000889190414454788,0.9966381192207336,0.9970645308494568,8.60370310000144,Medium
1,2,I.34.14,0.00014896935317665339,0.0001287000923184678,0.9991008043289185,0.9990647435188293,8.14774829999078,Hard
1,2,I.34.27,0.00011510460171848536,9.81726188911125e-05,0.99904865026474,0.9989900588989258,7.459623699993244,Medium
1,2,I.34.8,0.01516493409872055,0.012785891070961952,0.6150704622268677,0.6331429481506348,8.558042100004968,Medium
1,2,I.37.4,0.006997096352279186,0.007302580866962671,0.9908201098442078,0.9904099106788635,8.554331500010449,Hard
1,2,I.38.12,0.05982445552945137,0.0691719725728035,0.9930755496025085,0.9957067370414734,8.72072169999592,Medium
1,2,I.39.10,0.00011225652269786224,9.76818409981206e-05,0.9990867376327515,0.9989784955978394,2.743842500000028,Medium
1,2,I.39.11,0.00016754367970861495,0.00019456050358712673,0.9967746734619141,0.9971737861633301,8.801378100004513,Medium
1,2,I.39.22,0.0002363813982810825,0.00022761699801776558,0.9904769659042358,0.9919882416725159,8.812614599999506,Hard
1,2,I.40.1,0.006912378594279289,0.006937231868505478,0.9185312986373901,0.9235543012619019,9.191883899999084,Hard
1,2,I.41.16,4.4100579543737695e-05,5.334754314390011e-05,0.9939613342285156,0.9953523874282837,8.926117200011504,Hard
1,2,I.43.16,0.00012070946104358882,0.00010818266309797764,0.9954738616943359,0.9959087371826172,8.631546500007971,Easy
1,2,I.43.31,0.00012404524022713304,0.00011965991870965809,0.995000958442688,0.9944122433662415,8.581994699998177,Medium
1,2,I.43.43,0.000483653973788023,0.0004943585372529924,0.993106484413147,0.9922828674316406,8.664715100007015,Medium
1,2,I.44.4,0.00024103392206598073,0.00025141003425233066,0.9806663393974304,0.9823326468467712,8.66881609999109,Hard
1,2,I.47.23,8.827116835163906e-05,9.37510485528037e-05,0.9977867007255554,0.9979739189147949,8.634902299992973,Easy
1,2,I.50.26,0.007336410228163004,0.009278559125959873,0.9598720073699951,0.9679485559463501,8.611923299991759,Hard
1,2,I.6.20a,9.665020115789957e-06,1.0036129424406681e-05,0.9994841814041138,0.9994683861732483,0.7089854999940144,Hard
1,2,I.6.20b,0.004168767016381025,0.004126866813749075,0.768567681312561,0.7743350863456726,8.583302200000617,Hard
1,2,I.6.20,0.00014538798131980002,0.0001328652142547071,0.9895709753036499,0.9876380562782288,8.53015449999657,Hard
1,2,I.9.18,0.00027447944739833474,0.0002940939157269895,0.6277329921722412,0.6751936674118042,8.765125699996133,Hard
1,2,II.10.9,0.00013723791926167905,0.00012198996410006657,0.9979591965675354,0.9977627992630005,8.674754599996959,Easy
1,2,II.11.17,0.011190854012966156,0.011473730206489563,0.8812018036842346,0.8933494687080383,8.724486000006436,Hard
1,2,II.11.20,0.00017073329945560545,0.00014024533447809517,0.9221142530441284,0.9185959696769714,8.684526500001084,Hard
1,2,II.11.27,0.000559807987883687,0.000958267948590219,0.9933866262435913,0.9947134256362915,8.615841599996202,Hard
1,2,II.11.28,0.0008307058596983552,0.0007101260707713664,0.9990037083625793,0.9989722967147827,6.659548100011307,Hard
1,2,II.11.3,0.00020922278054058552,0.00024230292183347046,0.9378364682197571,0.9591807723045349,8.630816000004415,Medium
1,2,II.13.17,0.00041604795842431486,0.00034150652936659753,0.9603506922721863,0.9682387709617615,8.622056100008194,Easy
1,2,II.13.23,0.0007074346067383885,0.0007985822740010917,0.992724597454071,0.994193434715271,8.644987099993159,Hard
1,2,II.13.34,0.002308179624378681,0.002043119864538312,0.9750310778617859,0.9749801754951477,8.631144399987534,Hard
1,2,II.15.4,0.004136538598686457,0.00463212002068758,0.9202935099601746,0.9150890707969666,8.624067800003104,Easy
1,2,II.15.5,0.0023733715061098337,0.002730152104049921,0.9530212879180908,0.9512816667556763,8.687554999996792,Easy
1,2,II.2.42,0.0014252903638407588,0.0015203148359432817,0.9217828512191772,0.9220907092094421,8.608007999995607,Easy
1,2,II.21.32,0.0006149663240648806,0.012767143547534943,0.551387369632721,0.926440417766571,8.58037680000416,Medium
1,2,II.24.17,4.4785647332901135e-05,6.661917723249644e-05,0.9990108013153076,0.9993540048599243,4.187276399999973,Hard
1,2,II.27.16,7.80953632784076e-05,8.322671783389524e-05,0.9952029585838318,0.9950171709060669,8.619937099996605,Easy
1,2,II.27.18,3.1461615435546264e-05,2.9545893994509242e-05,0.9991364479064941,0.9991670846939087,5.444025999997393,Easy
1,2,II.3.24,0.00019595854973886162,0.00019263308786321431,0.9015589356422424,0.8965380191802979,8.601454800009378,Easy
1,2,II.34.11,0.00014542910503223538,0.000140461212140508,0.9764935970306396,0.9802836179733276,8.623291199997766,Easy
1,2,II.34.29a,5.436781430034898e-05,5.496255835168995e-05,0.8374172449111938,0.8509925603866577,8.586816399998497,Medium
1,2,II.34.29b,0.00014512185589410365,0.00013992366439197212,0.9886381030082703,0.9857891798019409,8.613830300004338,Easy
1,2,II.34.2a,2.7143347324454226e-05,2.7313701139064506e-05,0.9798010587692261,0.9814018607139587,8.59345289999328,Medium
1,2,II.34.2,6.486280472017825e-05,6.0326401580823585e-05,0.9899189472198486,0.9883127808570862,8.587421800009906,Medium
1,2,II.35.18,9.387858881382272e-05,0.00010434557043481618,0.9945092797279358,0.9951919913291931,8.62599179999961,Hard
1,2,II.35.21,0.00019331187650095671,0.00022690660262014717,0.9781807065010071,0.9818492531776428,8.602331599991885,Hard
1,2,II.36.38,0.0020898121874779463,0.0020387459080666304,0.9819409847259521,0.985536515712738,8.70912959999987,Hard
1,2,II.37.1,0.0002554405073169619,0.00024203798966482282,0.9981051683425903,0.9978941679000854,8.542036099999677,Medium
1,2,II.38.14,9.747302101459354e-06,9.501999556960072e-06,0.9991574883460999,0.9991472363471985,3.666471599994111,Easy
1,2,II.38.3,0.00013176273205317557,0.0001169841707451269,0.9951056241989136,0.9955341219902039,8.551709899998968,Easy
1,2,II.4.23,1.8765204004012048e-05,1.9212526240153238e-05,0.977247953414917,0.9788520336151123,8.530599499994423,Easy
1,2,II.6.11,0.00017131963977590203,0.0002141273726010695,0.892214298248291,0.8890998959541321,8.602391099993838,Medium
1,2,II.6.15a,0.004280146677047014,0.013815472833812237,0.8888682126998901,0.9782112836837769,8.71386459999485,Hard
1,2,II.6.15b,0.0017712822882458568,0.0028293419163674116,0.6987590193748474,0.8116590976715088,8.612361699997564,Hard
1,2,II.8.31,9.3888993433211e-06,8.85209101397777e-06,0.9990462064743042,0.9990466237068176,5.085774799998035,Easy
1,2,II.8.7,3.2517195904802065e-06,3.1614845283911563e-06,0.9867119789123535,0.9869933128356934,8.570195599997533,Medium
1,2,III.10.19,0.0003775878867600113,0.0004629100440070033,0.9955024719238281,0.9963472485542297,8.608673100010492,Hard
1,2,III.12.43,4.9878213758347556e-05,4.5633594709215686e-05,0.9990400075912476,0.9989787936210632,1.8688918999978341,Easy
1,2,III.13.18,0.0004071267612744123,0.00038280486478470266,0.9939344525337219,0.9949198961257935,8.581478599997354,Medium
1,2,III.14.14,0.00717475451529026,0.009815158322453499,0.8767154812812805,0.9477216005325317,8.66391640000802,Medium
1,2,III.15.12,0.014098886400461197,0.01613435335457325,0.981101930141449,0.9821864366531372,8.635112600008142,Medium
1,2,III.15.14,0.0003462645399849862,0.00032546461443416774,0.9936872720718384,0.993546724319458,8.617476200000965,Medium
1,2,III.15.27,0.00795886293053627,0.007692364044487476,0.9985387921333313,0.9985612630844116,8.60714399999415,Easy
1,2,III.17.37,0.00045805179979652166,0.0005263988277874887,0.9963297843933105,0.9966961741447449,8.563327500000014,Medium
1,2,III.19.51,8.606690244050696e-06,9.267752830055542e-06,-14.774589538574219,-23.665130615234375,8.618196600000374,Medium
