Layers,Nodes,Function,train MSE,test MSE,R2 Score,time,Level
2,2,I.10.7,0.0012367900926619768,0.0010693471413105726,0.9902578592300415,2.0396770000006654,Medium
2,2,I.11.19,0.10934866964817047,0.13343395292758942,0.5829555988311768,4.270864399997663,Medium
2,2,I.12.11,0.019716760143637657,0.021317873150110245,0.8280699253082275,4.22989040000175,Medium
2,2,I.12.1,0.0011208470677956939,0.000953859998844564,0.9907564520835876,0.8228460999998788,Easy
2,2,I.12.2,0.0001514661853434518,0.00019461169722490013,0.82317054271698,4.247053499999311,Medium
2,2,I.12.4,2.4549262889195234e-05,2.6131105187232606e-05,0.991990864276886,3.2119820000007167,Easy
2,2,I.12.5,0.0011585633037611842,0.0009432658553123474,0.9908590912818909,0.7837904999978491,Easy
2,2,I.13.12,0.00011693280976032838,0.00011850996088469401,0.9906708598136902,3.6172490999997535,Medium
2,2,I.13.4,0.0009121350012719631,0.000960600096732378,0.9904733896255493,0.9993625999995857,Medium
2,2,I.14.3,0.0003958305169362575,0.00035878788912668824,0.9910954236984253,1.0297639000018535,Easy
2,2,I.14.4,8.567640179535374e-05,7.990757876541466e-05,0.9906583428382874,0.5782048999972176,Easy
2,2,I.15.10,0.001124816364608705,0.0010242951102554798,0.9905007481575012,1.2036861999986286,Medium
2,2,I.15.3t,0.017854798585176468,0.018620962277054787,0.9590866565704346,4.3736295999988215,Hard
2,2,I.15.3x,0.009938116185367107,0.009986307471990585,0.9823364615440369,4.2599053000012645,Hard
2,2,I.16.6,0.0030636691953986883,0.0028154472820460796,0.9921286106109619,0.16696440000305302,Medium
2,2,I.18.12,0.006216465495526791,0.006166015285998583,0.8761371970176697,4.239029299998947,Easy
2,2,I.18.16,0.005944296717643738,0.007862959057092667,0.5790165662765503,4.317194800001744,Easy
2,2,I.18.4,0.0018964271293953061,0.001545915612950921,0.9909643530845642,0.16915659999722266,Medium
2,2,I.24.6,4.4800359319197014e-05,4.8791695007821545e-05,0.9714998006820679,4.262931000001117,Medium
2,2,I.25.13,0.0033879538532346487,0.002416811650618911,0.9922951459884644,0.5389751000002434,Easy
2,2,I.26.2,0.0024840219411998987,0.002149862702935934,0.9900968074798584,1.537362099999882,Easy
2,2,I.27.6,0.0003181474457960576,0.0002966904721688479,0.99053555727005,0.8203025999973761,Easy
2,2,I.29.16,0.06769343465566635,0.06923337280750275,0.4999758005142212,4.2522463999994216,Hard
2,2,I.29.4,0.0015315364580601454,0.0010836138390004635,0.9905834794044495,0.770385100000567,Medium
2,2,I.30.3,0.039912741631269455,0.04442070424556732,0.7487187385559082,4.867888299999322,Hard
2,2,I.30.5,0.0020496260840445757,0.00153847667388618,0.9902451634407043,0.32178420000127517,Easy
2,2,I.32.17,0.0030058103147894144,3.203805685043335,0.2965056300163269,4.942020099999354,Hard
2,2,I.32.5,0.007349587511271238,0.011815275996923447,0.9208770394325256,4.329738200001884,Medium
2,2,I.34.10,0.0033489211928099394,0.0024547893553972244,0.9907187819480896,0.9100953999986814,Medium
2,2,I.34.14,0.001497495686635375,0.0013385404599830508,0.9906479120254517,1.609491600000183,Hard
2,2,I.34.27,0.0012191787827759981,0.0009986774530261755,0.9903221130371094,0.4567784999999276,Medium
2,2,I.34.8,0.006724031176418066,0.007053673267364502,0.7876434922218323,4.828004200000578,Medium
2,2,I.37.4,0.006715788971632719,0.007321141194552183,0.9907968044281006,0.8001174000019091,Hard
2,2,I.38.12,0.16781218349933624,0.09931423515081406,0.990058183670044,1.7614886999981536,Medium
2,2,I.39.10,0.0012123232008889318,0.0009703483083285391,0.9909276962280273,0.32826229999773204,Medium
2,2,I.39.11,0.000545739196240902,0.0005696224980056286,0.990557074546814,0.5920877999997174,Medium
2,2,I.39.22,0.00030921222059987485,0.0002326654503121972,0.9902657866477966,1.411106600000494,Hard
2,2,I.40.1,0.0023782711941748857,0.002088845707476139,0.9754692316055298,4.60337680000157,Hard
2,2,I.41.16,8.326955867232755e-05,8.659965533297509e-05,0.9901974201202393,1.0737451999993937,Hard
2,2,I.43.16,0.00026735433493740857,0.00020278364536352456,0.9915159344673157,0.9550686000002315,Easy
2,2,I.43.31,0.00023992283968254924,0.00022704483126290143,0.9905147552490234,0.6574255999985326,Medium
2,2,I.43.43,0.0006030417862348258,0.0006315068458206952,0.9911940097808838,1.0482339000009233,Medium
2,2,I.44.4,9.9345670605544e-05,0.0001258854754269123,0.9903193116188049,4.05584269999963,Hard
2,2,I.47.23,0.00041002369835041463,0.00041874899761751294,0.990114152431488,1.0151484999987588,Easy
2,2,I.50.26,0.011794150806963444,0.014001340605318546,0.9394468665122986,4.463455500001146,Hard
2,2,I.6.20a,0.00020486459834501147,0.0001907918631331995,0.9901940226554871,0.17236250000132713,Hard
