Grid Size,Function,train MSE,test MSE,R2 Score,time,Level
2,I.10.7,0.0018274099566042423,0.0010121066588908434,0.9907793402671814,1.4085665997117758,Medium
2,I.11.19,0.06533697992563248,0.07483785599470139,0.7660962343215942,8.481614800170064,Medium
2,I.12.11,0.015238278545439243,0.025351110845804214,0.7955416440963745,9.018443900160491,Medium
2,I.12.1,0.0011224885238334537,0.0008516106754541397,0.9917473196983337,0.299397099763155,Easy
2,I.12.2,1.4054699931875803e-05,4.879169136984274e-05,0.9556665420532227,8.930347700137645,Medium
2,I.12.4,2.609084731375333e-05,3.177064718329348e-05,0.9902623891830444,3.4950616997666657,Easy
2,I.12.5,0.0011480441316962242,0.0008348425035364926,0.9919098019599915,0.2514562997967005,Easy
2,I.13.12,0.00011016117059625685,0.00012283239630050957,0.9903306365013123,1.093885200098157,Medium
2,I.13.4,0.0008673050324432552,0.0007643319549970329,0.9924198389053345,0.43820099998265505,Medium
2,I.14.3,0.00036168828955851495,0.00035094787017442286,0.9912900328636169,0.6168798999860883,Easy
2,I.14.4,9.430762293050066e-05,6.375086377374828e-05,0.9925471544265747,0.3013679999858141,Easy
2,I.15.10,0.0011045869905501604,0.0010110893053933978,0.9906232357025146,0.46992760011926293,Medium
2,I.15.3t,0.007193311117589474,0.007761911489069462,0.9829457998275757,9.0318832998164,Hard
2,I.15.3x,0.005205143243074417,0.005619024392217398,0.9900612235069275,7.798511500004679,Hard
2,I.16.6,0.003065308090299368,0.00281738955527544,0.9921231865882874,0.2672219998203218,Medium
2,I.18.12,0.0028427999932318926,0.002893017139285803,0.9418851137161255,8.886041999794543,Easy
2,I.18.16,0.0021781306713819504,0.0025850441306829453,0.8615965247154236,8.993048899807036,Easy
2,I.18.4,0.0014424776891246438,0.0015275680925697088,0.9910715818405151,0.475685799960047,Medium
2,I.24.6,1.3423434211290441e-05,1.4426736015593633e-05,0.9915730953216553,4.317259800154716,Medium
2,I.25.13,0.004300869069993496,0.0031299700494855642,0.9900215864181519,0.2493085996247828,Easy
2,I.26.2,0.002583879278972745,0.0021645890083163977,0.990028977394104,0.32318420009687543,Easy
2,I.27.6,0.0003007784252986312,0.00030879367841407657,0.9901494383811951,0.8786055999808013,Easy
2,I.29.16,0.047723669558763504,0.055817555636167526,0.5968688726425171,9.055399500299245,Hard
2,I.29.4,0.0015146317891776562,0.001144888810813427,0.9900510311126709,0.3688814998604357,Medium
2,I.30.3,0.039126042276620865,0.046511612832546234,0.7368907928466797,9.00037549994886,Hard
2,I.30.5,0.0015306593850255013,0.0011613963870331645,0.9926360845565796,0.218314400408417,Easy
2,I.32.17,0.0009446513722650707,3.238471031188965,0.28889381885528564,9.150892999954522,Hard
2,I.32.5,0.0008974726079031825,0.003242167877033353,0.9782882928848267,9.296426699962467,Medium
2,I.34.10,0.003372970735654235,0.0022934407461434603,0.9913288354873657,0.7575483000837266,Medium
2,I.34.14,0.0016952297883108258,0.0013136215275153518,0.9908220171928406,0.6692023002542555,Hard
2,I.34.27,0.0009673555032350123,0.0005995011306367815,0.9941903948783875,0.2696167998947203,Medium
2,I.34.8,0.004174352157860994,0.004955730866640806,0.8508037328720093,8.871031400281936,Medium
2,I.37.4,0.007572440896183252,0.007471341174095869,0.9906079769134521,0.5276092002168298,Hard
2,I.38.12,0.2669966518878937,0.08974440395832062,0.991016149520874,0.8660371997393668,Medium
2,I.39.10,0.000807235948741436,0.0008551348582841456,0.9920048713684082,0.3237955002114177,Medium
2,I.39.11,0.0005750568816438317,0.0005437338841147721,0.9909862279891968,1.0228804000653327,Medium
2,I.39.22,0.00028363935416564345,0.00023512817278970033,0.99016273021698,0.41879440005868673,Hard
2,I.40.1,0.0010600289097055793,0.001810329151339829,0.9787400364875793,9.331900400109589,Hard
2,I.41.16,7.4463700002525e-05,7.95823652879335e-05,0.9909917116165161,0.40369929978623986,Hard
2,I.43.16,0.0002683800703380257,0.00020623607269953936,0.9913715124130249,0.48691039998084307,Easy
2,I.43.31,0.00020438597130123526,0.0001919965579872951,0.9919789433479309,0.6277987002395093,Medium
2,I.43.43,0.0006606702227145433,0.0006293434998951852,0.9912241697311401,0.6400762000121176,Medium
2,I.44.4,8.886525029083714e-05,9.651202708482742e-05,0.9925781488418579,0.9793046996928751,Hard
