Layers,Nodes,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
2,2,I.10.7,0.0009033562382683158,0.0010221588890999556,0.9906877875328064,0.992585301399231,11.710892999995849,Medium
2,2,I.11.19,0.11491674929857254,0.1298743337392807,0.5940811038017273,0.6740239262580872,11.30406850000145,Medium
2,2,I.12.11,0.011953826062381268,0.012572655454277992,0.898600697517395,0.9078385829925537,11.248289000002842,Medium
2,2,I.12.1,0.00012501278251875192,0.00010087846749229357,0.9990224242210388,0.9989031553268433,2.0014467000000877,Easy
2,2,I.12.2,0.00029923321562819183,0.0004160465323366225,0.6219688057899475,0.7611197233200073,11.437410500002443,Medium
2,2,I.12.4,2.392118585703429e-05,2.5909328542184085e-05,0.9920588731765747,0.9933888912200928,11.161684600003355,Easy
2,2,I.12.5,0.00011634747352218255,9.024432074511424e-05,0.9991254806518555,0.9989791512489319,6.623001899999508,Easy
2,2,I.13.12,0.0008468761225230992,0.000825009192340076,0.935055136680603,0.9413963556289673,11.364102999999886,Medium
2,2,I.13.4,0.0005859659286215901,0.0004973346367478371,0.9950677752494812,0.9946195483207703,11.145819299999857,Medium
2,2,I.14.3,0.0003455615078564733,0.0003671633021440357,0.9908875823020935,0.9909642338752747,11.899446900002658,Easy
2,2,I.14.4,9.591146408638451e-06,6.853970262454823e-06,0.9991987347602844,0.9989843368530273,12.293147399999725,Easy
2,2,I.15.10,0.0018144823843613267,0.0015891647199168801,0.9852622151374817,0.9850645661354065,13.017006499998388,Medium
2,2,I.15.3t,0.020394211634993553,0.021382201462984085,0.9530197978019714,0.9590940475463867,12.367162200003804,Hard
2,2,I.15.3x,0.012434844858944416,0.011394001543521881,0.9798465967178345,0.9792119264602661,12.260220000003756,Hard
2,2,I.16.6,0.00033650698605924845,0.0003202719963155687,0.9991045594215393,0.999055027961731,1.9164916000008816,Medium
2,2,I.18.12,0.008225485682487488,0.007570974994450808,0.8479143977165222,0.8575170040130615,12.204084000004514,Easy
2,2,I.18.16,0.007063789293169975,0.008602706715464592,0.539410412311554,0.5876345038414001,12.164823300001444,Easy
2,2,I.18.4,0.002938261954113841,0.0030308852437883615,0.9822849035263062,0.983450174331665,12.886090500003775,Medium
2,2,I.24.6,0.00023703125771135092,0.0002161088486900553,0.8737666606903076,0.8782105445861816,12.620929700002307,Medium
2,2,I.25.13,0.0003036845591850579,0.00030633489950560033,0.9990233778953552,0.9990755915641785,2.9097256000022753,Easy
2,2,I.26.2,0.0007106696139089763,0.0006731082685291767,0.9968993663787842,0.9964758157730103,13.151674799999455,Easy
2,2,I.27.6,2.7457672331365757e-05,2.9332277335925028e-05,0.9990643262863159,0.9991452097892761,4.315667300004861,Easy
2,2,I.29.16,0.07036672532558441,0.0736367404460907,0.46817338466644287,0.5004703998565674,12.868580399997882,Hard
2,2,I.29.4,0.0001130518940044567,0.00011328942491672933,0.9990155100822449,0.9990022778511047,2.4747572999986005,Medium
2,2,I.30.3,0.04321308806538582,0.04087318852543831,0.7687864899635315,0.7485806941986084,12.675301600000239,Hard
2,2,I.30.5,0.00016917478933464736,0.00013842574844602495,0.9991223216056824,0.9989928603172302,1.5155196000050637,Easy
2,2,I.32.17,0.009998426772654057,3.263690233230591,0.2833561301231384,0.965888261795044,13.210942600002454,Hard
2,2,I.32.5,0.004407037980854511,0.01105764601379633,0.9259506464004517,0.9788824915885925,12.418649600003846,Medium
2,2,I.34.10,0.000291560310870409,0.0002596810518298298,0.9990181922912598,0.9990276098251343,3.52724070000113,Medium
2,2,I.34.14,0.0007570689776912332,0.0007438385509885848,0.9948029518127441,0.9952470660209656,12.960981800002628,Hard
2,2,I.34.27,0.00010333419049857184,9.507518552709371e-05,0.999078631401062,0.9990933537483215,6.318047699998715,Medium
2,2,I.34.8,0.008156930096447468,0.008568224497139454,0.7420467138290405,0.8026745319366455,12.105537000003096,Medium
2,2,I.37.4,0.0021856827661395073,0.0024558533914387226,0.9969128370285034,0.9970043301582336,11.997413600001892,Hard
2,2,I.38.12,0.13379165530204773,0.11868447810411453,0.9881191253662109,0.9903985261917114,12.40054859999509,Medium
2,2,I.39.10,9.305582352681085e-05,9.926552593242377e-05,0.9990718960762024,0.9991532564163208,2.2932479999944917,Medium
2,2,I.39.11,8.326643728651106e-05,8.597321721026674e-05,0.9985747933387756,0.9985954165458679,12.344052899999951,Medium
2,2,I.39.22,0.0007570020388811827,0.0007732302765361965,0.9676496982574463,0.9743425846099854,13.101032799997483,Hard
2,2,I.40.1,0.0017479794332757592,0.0021582073532044888,0.9746546745300293,0.9806686639785767,12.937942299999122,Hard
2,2,I.41.16,2.0953742932761088e-05,2.7419149773777463e-05,0.9968963265419006,0.9977917671203613,12.587953199996264,Hard
2,2,I.43.16,7.150507008191198e-05,5.409271034295671e-05,0.9977368712425232,0.9975764155387878,12.793830300004629,Easy
2,2,I.43.31,5.701239570043981e-05,6.761185068171471e-05,0.997175395488739,0.9974318146705627,12.146016100006818,Medium
2,2,I.43.43,0.00020406418479979038,0.00018181295308750123,0.9974647164344788,0.9967439770698547,12.365872900001705,Medium
2,2,I.44.4,0.00029011702281422913,0.00031809956999495625,0.9755378365516663,0.9787349700927734,13.27447189999657,Hard
2,2,I.47.23,3.6022072890773416e-05,4.13316156482324e-05,0.9990242123603821,0.9991731643676758,6.506429500004742,Easy
2,2,I.50.26,0.00784058216959238,0.009258928708732128,0.9599568843841553,0.9657459259033203,12.974526899997727,Hard
2,2,I.6.20a,1.8588312741485424e-05,1.8464683307684027e-05,0.9990509748458862,0.9989776015281677,0.9593329999988782,Hard
