Layers,Nodes,Function,train MSE,test MSE,R2 Score,time,Level
1,2,I.10.7,0.001837909803725779,0.0010436690645292401,0.9904918074607849,5.2720367000001715,Medium
1,2,I.11.19,0.11425361782312393,0.1172991693019867,0.6333844661712646,3.1377105000001393,Medium
1,2,I.12.11,0.021027889102697372,0.020594123750925064,0.8339070081710815,3.090129799999886,Medium
1,2,I.12.1,0.0010799391893669963,0.0010127127170562744,0.9901860952377319,1.237389599999915,Easy
1,2,I.12.2,0.0003413932572584599,0.0005051709013059735,0.5409879684448242,3.0674831999999697,Medium
1,2,I.12.4,3.8527778087882325e-05,4.071906005265191e-05,0.9875197410583496,3.0430005000002893,Easy
1,2,I.12.5,0.0012477393029257655,0.0009914740221574903,0.9903919100761414,0.47060110000029454,Easy
1,2,I.13.12,0.0007068008999340236,0.0006197303300723433,0.9512146711349487,3.069715200000246,Medium
1,2,I.13.4,0.000977623974904418,0.0009603484650142491,0.9904758930206299,1.0645440999996936,Medium
1,2,I.14.3,0.00038126588333398104,0.00038827810203656554,0.9903635382652283,1.3461997000003976,Easy
1,2,I.14.4,8.851412712829188e-05,7.607817678945139e-05,0.9911059737205505,1.235732299999654,Easy
1,2,I.15.10,0.001053428859449923,0.0010425203945487738,0.990331768989563,1.769969299999957,Medium
1,2,I.15.3t,0.020735858008265495,0.01830270327627659,0.9597859382629395,3.0538845999999467,Hard
1,2,I.15.3x,0.027916505932807922,0.02948082983493805,0.9478550553321838,3.0326075000002675,Hard
1,2,I.16.6,0.0036588371731340885,0.003482283093035221,0.9902642369270325,0.1342303000001266,Medium
1,2,I.18.12,0.013603191822767258,0.013929655775427818,0.7201813459396362,3.1214115999996466,Easy
1,2,I.18.16,0.016173074021935463,0.020754177123308182,-0.11118030548095703,3.0713473000000704,Easy
1,2,I.18.4,0.0019253315404057503,0.001701480126939714,0.9900550842285156,0.7436257999997906,Medium
1,2,I.24.6,8.109335612971336e-05,7.637431554030627e-05,0.9553883075714111,3.0321013000002495,Medium
1,2,I.25.13,0.003973227925598621,0.0031163450330495834,0.9900649785995483,0.2651306000002478,Easy
1,2,I.26.2,0.0034459210000932217,0.003204678650945425,0.9852378964424133,3.0066726000000017,Easy
1,2,I.27.6,0.00030913864611648023,0.00029805570375174284,0.9904919862747192,0.4234078999998019,Easy
1,2,I.29.16,0.0776854008436203,0.07707686722278595,0.44332778453826904,3.0625291999999718,Hard
1,2,I.29.4,0.0015212740981951356,0.0011487097945064306,0.990017831325531,0.2511367000001883,Medium
1,2,I.30.3,0.06586172431707382,0.06987380981445312,0.6047343015670776,3.045192500000212,Hard
1,2,I.30.5,0.0016063442453742027,0.0014245539205148816,0.9909675121307373,0.19907119999970746,Easy
1,2,I.32.17,0.008822236210107803,3.4581222534179688,0.2406625747680664,3.083660499999951,Hard
1,2,I.32.5,0.0038498055655509233,0.005874198861420155,0.9606624245643616,3.067980400000124,Medium
1,2,I.34.10,0.003428858006373048,0.0024821730330586433,0.9906152486801147,1.091881100000137,Medium
