Layers,Nodes,Function,train MSE,test MSE,R2 Score,time,Level
1,2,I.10.7,0.0015507382340729237,0.0010518404887989163,0.9904173612594604,1.1506222998723388,Medium
1,2,I.11.19,0.11162025481462479,0.11435314267873764,0.642592191696167,3.256664600223303,Medium
1,2,I.12.11,0.021177154034376144,0.020974742248654366,0.8308373093605042,3.2142672999762,Medium
1,2,I.12.1,0.001283465651795268,0.0009781749686226249,0.9905207753181458,0.4270289000123739,Easy
1,2,I.12.2,8.466114377370104e-05,0.00012970597890671343,0.8821456432342529,3.2134944000281394,Medium
1,2,I.12.4,0.00031288000172935426,0.0002744399243965745,0.9158848524093628,3.3725184998475015,Easy
1,2,I.12.5,0.0012688962742686272,0.0010309676872566342,0.9900091886520386,0.9667539000511169,Easy
1,2,I.13.12,0.00019370290101505816,0.00018857268150895834,0.9851555228233337,3.2482966003008187,Medium
1,2,I.13.4,0.0023993079084903,0.0025538280606269836,0.9746727347373962,3.313330200035125,Medium
1,2,I.14.3,0.00042738066986203194,0.000377339223632589,0.9906350374221802,0.34766170009970665,Easy
1,2,I.14.4,0.000162232099683024,0.0001640855334699154,0.9808173775672913,3.2054126001894474,Easy
1,2,I.15.10,0.0013174348277971148,0.0010347850620746613,0.9904034733772278,2.2152963001281023,Medium
1,2,I.15.3t,0.01848103292286396,0.014494835399091244,0.9681524634361267,3.2141922996379435,Hard
1,2,I.15.3x,0.018024638295173645,0.013737792149186134,0.9757009148597717,3.227073300164193,Hard
1,2,I.16.6,0.003615649649873376,0.003313654102385044,0.9907357096672058,0.231712999753654,Medium
1,2,I.18.12,0.009237694554030895,0.008756939321756363,0.8240907788276672,3.237426499836147,Easy
1,2,I.18.16,0.01562889851629734,0.020190656185150146,-0.0810093879699707,3.7842592000961304,Easy
1,2,I.18.4,0.0016721476567909122,0.0016215989599004388,0.9905219674110413,3.6691593998111784,Medium
1,2,I.24.6,0.00029577146051451564,0.000311946525471285,0.8177860379219055,3.6008437001146376,Medium
1,2,I.25.13,0.003603799734264612,0.0030299134086817503,0.990340530872345,0.7215142999775708,Easy
1,2,I.26.2,0.002361447084695101,0.00213292776606977,0.9901748299598694,2.4010164998471737,Easy
1,2,I.27.6,0.00029587579774670303,0.00031128962291404605,0.9900698065757751,0.8788316999562085,Easy
1,2,I.29.16,0.07372143864631653,0.07193623483181,0.4804549813270569,4.223750799894333,Hard
1,2,I.29.4,0.0011957930400967598,0.0010925661772489548,0.9905056953430176,1.2613682998344302,Medium
1,2,I.30.3,0.06472387909889221,0.06713668256998062,0.6202178597450256,4.245844000019133,Hard
1,2,I.30.5,0.0013768234057351947,0.001468430389650166,0.9906892776489258,0.28751289984211326,Easy
1,2,I.32.17,0.009539005346596241,4.494335174560547,0.013130128383636475,3.88505129981786,Hard
1,2,I.32.5,0.010743657127022743,0.026480617001652718,0.8226681351661682,3.734428499825299,Medium
1,2,I.34.10,0.003892860608175397,0.003142355242744088,0.9881192445755005,3.616283300332725,Medium
1,2,I.34.14,0.0017879536608234048,0.001412467798218131,0.9901313781738281,0.5950724999420345,Hard
1,2,I.34.27,0.0012217321200296283,0.000995814218185842,0.9903498888015747,0.5102760000154376,Medium
1,2,I.34.8,0.010233184322714806,0.009722479619085789,0.7072969675064087,3.5506362998858094,Medium
1,2,I.37.4,0.007469171658158302,0.007636807858943939,0.9904000163078308,1.7293512001633644,Hard
1,2,I.38.12,0.10720393061637878,0.09608648717403412,0.9903813004493713,0.518231799826026,Medium
1,2,I.39.10,0.0012476949486881495,0.0010628539603203535,0.9900627732276917,0.6276118000969291,Medium
1,2,I.39.11,0.0006845537573099136,0.0005959125119261444,0.9901212453842163,1.6650651996023953,Medium
1,2,I.39.22,0.0002435586357023567,0.00020200388098601252,0.9915485978126526,0.30791170010343194,Hard
1,2,I.40.1,0.003259731223806739,0.0033243538346141577,0.9609598517417908,3.7600911003537476,Hard
1,2,I.41.16,9.248447167919949e-05,8.429016452282667e-05,0.9904588460922241,0.7160129998810589,Hard
1,2,I.43.16,0.00031013780971989036,0.00023646996123716235,0.9901065826416016,2.9201724999584258,Easy
1,2,I.43.31,0.0002395185874775052,0.0002253052225569263,0.9905874133110046,0.43548159999772906,Medium
1,2,I.43.43,0.0007022515055723488,0.0007023676298558712,0.9902058839797974,0.6056190999224782,Medium
1,2,I.44.4,0.00033191440161317587,0.00035522301914170384,0.9726830124855042,3.5348797999322414,Hard
1,2,I.47.23,0.0004715660179499537,0.00041945447446778417,0.9900974631309509,1.8187286001630127,Easy
1,2,I.50.26,0.014428514055907726,0.018664218485355377,0.9192808270454407,3.6662225001491606,Hard
1,2,I.6.20a,0.0001473334414185956,0.00015826297749299556,0.991865873336792,0.47772909980267286,Hard
1,2,I.6.20b,0.0048226588405668736,0.005059557035565376,0.716262936592102,3.5531096002086997,Hard
1,2,I.6.20,0.00015185865049716085,0.00012450903886929154,0.9902269244194031,1.548713100142777,Hard
1,2,I.9.18,0.0002592277596704662,0.00028416281566023827,0.6403038501739502,3.701672499999404,Hard
1,2,II.10.9,0.0008172300877049565,0.000559345877263695,0.9906426668167114,0.3303829999640584,Easy
1,2,II.11.17,0.018795594573020935,0.018008938059210777,0.8135366439819336,3.774384300224483,Hard
1,2,II.11.20,1.4863234355289023e-05,1.4774895134905819e-05,0.9917947053909302,1.2248745998367667,Hard
1,2,II.11.27,0.002892912831157446,0.003414412960410118,0.9764357209205627,3.6379050998948514,Hard
1,2,II.11.28,0.009568171575665474,0.0067265029065310955,0.9905629754066467,0.3424794999882579,Hard
1,2,II.11.3,2.8483922505984083e-05,3.894644760293886e-05,0.9900081753730774,2.514593599829823,Medium
1,2,II.13.17,0.00013109910651110113,8.397857891395688e-05,0.9902499914169312,0.7889233999885619,Easy
1,2,II.13.23,0.0014307138044387102,0.0010537609923630953,0.9903998374938965,1.2071426003240049,Hard
1,2,II.13.34,0.0009451376390643418,0.0007983564282767475,0.9902433156967163,1.0968221998773515,Hard
1,2,II.15.4,0.001139390398748219,0.0011681468458846211,0.9798992872238159,3.7752245999872684,Easy
1,2,II.15.5,0.001083498471416533,0.0011229165829718113,0.980677604675293,3.548687200061977,Easy
1,2,II.2.42,0.0003184184606652707,0.0004405135114211589,0.9773364663124084,3.6580950999632478,Easy
1,2,II.21.32,0.0002928667236119509,0.011159416288137436,0.6078797578811646,3.7091264999471605,Medium
1,2,II.24.17,0.000487307901494205,0.0005025016725994647,0.9925385117530823,0.20228249998763204,Hard
1,2,II.27.16,0.00016699889965821058,0.0001677090913290158,0.9903335571289062,1.2388288998045027,Easy
1,2,II.27.18,0.0003167676622979343,0.0003140806802548468,0.9908205270767212,0.5054492000490427,Easy
1,2,II.3.24,2.6029141736216843e-05,1.651309685257729e-05,0.9915613532066345,0.576082400046289,Easy
1,2,II.34.11,6.49176217848435e-05,5.795409015263431e-05,0.9903013110160828,3.223909500055015,Easy
1,2,II.34.29a,3.6591404750652146e-06,3.3364835871907417e-06,0.9901304841041565,3.952586800325662,Medium
1,2,II.34.29b,9.543630585540086e-05,0.00012858329864684492,0.9895589351654053,4.0480873002670705,Easy
1,2,II.34.2a,1.5672363588237204e-05,1.2972021067980677e-05,0.9904069900512695,1.3067255998030305,Medium
1,2,II.34.2,6.311584002105519e-05,5.9462166973389685e-05,0.9900633692741394,1.1536905001848936,Medium
1,2,II.35.18,0.00041082745883613825,0.000350947433616966,0.9815329313278198,3.6327009997330606,Hard
1,2,II.35.21,7.466640090569854e-05,9.941284224623814e-05,0.9904404878616333,1.6864452003501356,Hard
1,2,II.36.38,0.0021351519972085953,0.0038219476118683815,0.9661455154418945,3.8844033000059426,Hard
1,2,II.37.1,0.001230234163813293,0.0012414435623213649,0.9902812242507935,0.8450691998004913,Medium
1,2,II.38.14,0.00010610814206302166,0.00010696981917135417,0.9905151724815369,0.42085220012813807,Easy
1,2,II.38.3,0.000662844511680305,0.0004972761962562799,0.9791949987411499,3.5362209999002516,Easy
1,2,II.4.23,1.0159956218558364e-05,7.559926871181233e-06,0.9910473227500916,1.5189875001087785,Easy
1,2,II.6.11,0.0002799429348669946,0.00040012464160099626,0.7985885143280029,4.170140500180423,Medium
1,2,II.6.15a,0.004691385664045811,0.008471298962831497,0.9318567514419556,3.606267699971795,Hard
1,2,II.6.15b,0.0024506712798029184,0.0028737459797412157,0.694031298160553,3.6091098999604583,Hard
1,2,II.8.31,5.84083900321275e-05,5.542633152799681e-05,0.9940280914306641,1.2452953001484275,Easy
1,2,II.8.7,2.40347412727715e-06,2.243975359306205e-06,0.9905683994293213,1.3083485998213291,Medium
1,2,III.10.19,0.0010094501776620746,0.0011982371797785163,0.9883582592010498,3.5526016000658274,Hard
1,2,III.12.43,0.0005286268424242735,0.0004604660498443991,0.9903134107589722,0.5342588997446001,Easy
