-0.44475666,-0.9991954,0.8487363,-1.4488355,-0.942704,0.27427897,0.14737314,78.95074
1.1320354,0.011040492,-0.36384413,-1.7309184,0.3705886,1.8378065,-0.10591044,
0.2493562,-0.24059398,0.16173224,-0.91207325,-1.1632364,2.0572095,-0.272401,1.0135156
0.7726166,-1.0188779,0.9994001,0.70309526,-0.91193384,1.4286706,0.13428755,
-0.5217256,-0.78793365,0.61637527,-1.5106815,0.05168488,0.43664485,1.5719581,5.9739075
1.1033273,-1.1761153,-0.23257887,-0.06834369,0.92822367,-0.5218504,1.9396186,1.2970911
-0.1402092,1.3771055,0.5704833,1.3026642,-0.52193826,0.23587382,-0.9805239,1.4019796
-1.0587687,-1.0353211,-1.3042927,-0.8731259,0.90053535,0.15136637,0.9811362,16.23778
-1.1282288,0.9468876,-0.2743479,-0.2106621,-0.14840738,0.8514601,2.3032181,
0.348522,1.0908524,0.06374159,0.7679917,-1.4325966,1.2770705,1.2818346,1.0000775
-0.25685292,0.7168993,-0.2839155,-0.5795629,-0.37135598,0.31963697,1.2870054,0.81219196
-0.5002549,0.19562402,0.47461995,-1.3927057,0.28408659,-0.7727027,0.09886517,
0.9872317,1.0715884,-1.4734079,-2.0975826,1.0306922,0.47928473,0.57529247,
-0.8743269,1.378084,-0.27546766,-0.79325616,1.3886133,-0.7422165,-0.5826208,
-1.418373,0.32203722,0.85081923,0.32910854,0.10894695,-0.9500171,0.8325548,23.552977
-0.36727118,-0.022550626,-0.26737964,-0.97576004,-0.37937927,-0.72569215,0.2890713,1.3572687
-0.8058688,0.05052158,1.0813353,0.2551548,-0.20189865,-0.58056146,0.05062141,1825.6869
-1.6078275,-0.65703344,-1.3104523,-0.82426226,0.9023382,1.2044642,0.8086359,3.8746772
-1.006188,0.39410576,-1.068166,0.095464714,1.3483598,0.010946183,-0.09464597,23358.508
0.3778525,-1.2735893,-0.92024773,-0.40959683,-0.071521886,0.3297551,1.3467741,20.294872
1.6493276,0.26419654,0.13986915,1.3804015,-0.32959935,0.83309084,0.8213476,1.2624059
1.6741608,-1.18896,-0.47934234,1.5019245,1.037096,-0.72013724,0.025358008,
-1.1995871,-0.11345358,-1.3013637,-0.80528945,0.8281599,0.48748386,-0.14556304,96.87797
0.03676954,0.943084,0.064726286,-0.9100866,-1.3254428,-0.6051581,0.4223303,0.9997132
0.15999092,-0.49757513,-0.31308362,0.11461551,0.49552482,0.07052744,1.8192586,
0.5146456,-1.6678478,-0.42406753,1.1523643,1.1906224,0.7776837,-1.610203,0.98796636
-1.2701865,-0.007612934,-1.2532858,-2.1751273,-1.992376,0.23036012,-0.20215268,7.1712155
-0.49015146,-1.0527098,1.7126385,-0.283748,-0.19201933,-1.2031751,-2.077491,2.5017765
-0.21056053,-1.2810711,0.7338713,-2.3587415,-0.15286176,0.10824789,1.4656739,4.6397457
-1.0026145,-1.0507793,1.3586524,0.28328466,-0.13389224,0.893878,0.3184488,
2.0765646,0.5782614,-0.13931736,-0.44165272,-0.03417547,-1.2073344,-0.11662082,
0.6892283,0.58560807,1.0227069,0.7066047,0.61057943,-0.72359633,2.0978086,1.1035603
-0.098924555,0.85207736,1.146586,-0.29248545,-0.9061448,-0.48523933,-0.66576946,
-0.09264474,-0.56075716,1.4143556,-0.5098011,0.87449986,-1.4369392,-0.64141256,1.0683278
-0.3606486,-0.02928831,-0.5180911,0.19733644,-0.43516833,-1.2892097,-0.22340079,
