1.0066932,0.6717604,0.08806598,106.9189
-0.3900596,1.0082263,0.2967958,-8.190211
-0.22563976,-0.93375516,1.0262644,1.4794599
-0.9018808,0.7797891,0.49015263,-14.825881
0.46985114,2.753718,0.09775122,10.96727
-0.41725296,0.35633346,-0.051228274,143.61934
0.31721187,0.6331427,-0.19719157,-15.963914
-0.70487595,-1.3610283,0.58868575,5.5276675
-1.5032668,-0.23660092,2.08653,19.132639
-1.5417554,-0.41246986,-0.0096391495,-2436.4888
0.886973,0.3236378,0.8794032,19.581367
0.77700645,-0.74722695,0.9529198,-6.8563924
-1.0903795,-0.48751757,-0.14005531,-100.338524
-0.7987828,1.1571923,0.542055,-8.001284
1.1362087,1.0883917,-0.010880323,-602.85236
-2.0632558,0.43712157,-0.76788753,38.621853
-0.8255716,-0.57257926,-0.37746796,-24.000423
0.84331286,-0.24915527,-2.452792,8.670375
0.21875149,0.14415288,-0.5070377,-18.804739
-0.026121037,0.37786305,-0.021497576,20.20442
1.8557924,0.40167663,-0.038786236,-748.4367
-0.524507,-1.5044546,0.6574976,3.3316388
-0.7134832,0.21097529,0.95023084,-22.361603
-1.6322476,0.6350654,-0.7820393,20.649946
1.1551462,-0.04510183,-1.1956916,134.58713
-0.8840398,0.5171724,2.8216794,-3.8063498
0.50345325,-0.275917,-0.9447884,12.134616
0.07860753,-0.9416099,-0.27043346,1.9396019
-1.7097633,-1.0264282,1.9088619,5.482931
-0.89449126,0.030778168,-1.3975099,130.66472
-0.62757,1.0457754,-0.07807652,48.29289
-0.69252765,-1.0987669,0.7699147,5.1436195
1.9233682,-0.2473057,0.34558237,-141.40234
1.2473068,-1.2711419,-0.40474075,15.232886
-1.1205156,-1.4175389,-1.1981043,-4.1454167
-0.39028952,-0.5132523,-0.8297382,-5.7583065
0.29409552,0.97879,1.6942912,1.1142707
-0.03307456,-0.2083725,1.4244329,0.7001508
0.27892306,0.34016657,0.69569546,7.4054847
0.29071558,-0.026438614,-2.6641114,25.93326
-0.5523726,-0.50672054,2.5982032,2.6361516
-0.07716939,0.48228186,0.08876349,-11.326341
-1.34871,-0.3450858,-0.0052399347,-4686.466
0.9243489,-1.5539434,0.41095346,-9.094691
-0.21965303,-2.51857,-2.1181142,-0.25871027
-1.1335804,-0.2692369,0.99733996,26.52494
-0.36933687,-2.2749603,-0.27329883,-3.732424
-0.65612614,0.53846186,0.39961386,-19.158953
-0.17777646,0.68605983,1.0271636,-1.5850849
-0.73879105,1.3432231,0.5191821,-6.6563115
0.62581867,0.500451,0.56271785,13.962916
0.9675399,-0.59420234,0.8239438,-12.417004
-1.8771048,0.2864219,-0.02094231,1966.2448
0.42814964,0.36959827,0.4289024,16.970205
-0.59766304,1.1402735,-0.9871491,3.336142
-0.7809105,-0.1985643,-1.2176253,-20.293936
0.79913855,0.047016,-1.5326178,-69.68229
-0.4697427,0.8475682,0.964761,-3.609487
-0.6611321,0.13114282,-0.59158295,53.543644
0.5404491,-2.340802,0.09403043,-15.427714
-1.1605506,-0.98107797,0.04699103,158.17049
-1.6042393,-1.1664933,-0.07510782,-115.048676
0.22480182,-0.013526356,-0.40629452,257.01468
0.1145597,0.6619759,-1.3494197,-0.8057912
-0.108546115,-1.8349047,-0.6392674,-0.58143085
-0.73304635,-0.36079204,-0.4783682,-26.68653
-0.39427683,2.0820863,0.5010988,-2.374428
-0.43565184,0.015604669,-0.016810123,10435.037
-0.38409853,-0.6352777,-0.13423677,-28.300064
-1.0807494,-2.183755,-1.8789601,-1.6549444
-0.034133602,0.5708513,-1.2554471,0.2992544
-0.39445367,-2.021098,0.12196116,10.05465
-1.1566569,-1.3897793,1.2712852,4.113349
-1.0158142,0.4649632,0.06320357,-217.18704
0.94433445,-0.70115846,1.5075846,-5.6131654
-0.47452253,-1.2015156,0.32456878,7.6454062
-0.593042,1.7558146,0.008938983,-237.40976
-0.12961365,-0.59793377,0.19157803,7.109382
-0.85088664,0.68945163,-0.5023573,15.43601
0.9019755,1.0011749,0.851013,6.6516356
