-0.39455488,0.5307081,-1.6032686,1.1374924,1.5218546,-0.20459734,-0.8533342,-18.653557
-0.85141355,0.9459785,-1.4652066,1.6919665,0.88077503,-0.6481979,-1.0250466,-1.7297974
-0.871903,-0.16824691,0.40834737,-0.90239453,1.279952,1.8633283,-0.24474742,0.48958775
-0.2723985,0.20439285,0.37768137,0.032269634,-1.1277685,0.6268767,0.6809392,-583.7764
0.3297798,-0.01792287,3.0861607,-0.4678679,-0.101732984,1.0042512,-1.5269773,-5.926629e-06
1.0359411,0.31565106,-0.5922357,0.45478648,-1.1530384,0.28503385,-1.1402031,-387.83365
1.1529216,-0.38953814,0.43053758,0.541966,1.2306013,1.4399103,-0.07341167,17.165543
0.08010822,0.11357815,0.4451819,-0.1475727,-1.4402596,1.2684205,1.7125493,-0.23277326
0.43695962,-0.19536388,-1.1946839,-0.29232535,-0.15584302,0.23512407,-0.6722548,-0.21105383
0.25923225,0.24683979,-0.007087605,0.17508638,-0.85907364,0.09560247,0.52363604,-6.304625e+06
0.7217658,0.7305139,2.0795789,-0.11877231,-0.15733294,0.79607904,-1.8429614,-3.4585938
-0.46351802,0.92340493,0.25886655,-1.4603384,-1.5153645,-0.5111582,-0.3030151,113.7161
0.184407,-0.62571615,0.85637856,-0.48150882,0.15210907,1.2525983,0.252133,0.030086637
1.588611,-1.1657923,-0.6458718,0.23355983,1.1360487,-0.5897875,1.1021801,-5694.6816
0.5334892,-0.65206957,-0.83948445,-0.96414465,-0.34629676,-0.747544,2.3114452,0.25869536
-0.40555257,0.026447782,1.161915,0.85254675,0.6908659,1.1195098,0.5528492,0.00027518652
-0.65883446,-0.17088021,1.6883554,1.1144542,-0.7427332,1.8750274,-0.19198285,-0.005218417
0.785618,-1.075336,0.52395135,0.676755,-1.7306721,-1.2086276,-0.11344131,77.42463
0.85482895,-0.19934736,0.6242947,0.18411393,1.5486257,0.2899082,0.20341703,1081.3752
-0.8108006,-1.1647992,0.28880587,1.2558513,0.3734028,0.087535895,-1.3169322,1381.0718
