1.3276858,-0.1651681,0.84794307,-0.67330277,-0.6165742,0.46423596,0.8918901
1.4408151,1.3233451,-0.39354476,1.1298276,0.4224162,-0.16741416,0.8710006
-0.39823118,-0.6988251,0.57643956,-0.4094656,-0.95329726,0.6196492,0.41276586
1.5939192,1.4106467,-0.7081176,-1.5045217,-0.8256481,1.2569548,0.7776515
-0.37201974,-0.50412637,-1.2997156,0.03667678,-0.6841388,-1.7013141,0.22143446
0.35527357,0.08256517,-0.27086642,-1.6826385,-0.010369798,0.3351229,0.59801257
-0.83468664,0.28369287,-0.9035475,-0.20945479,-1.5378586,1.7145971,0.2748227
1.0213927,1.4544766,0.9046691,0.38807705,-1.2857237,1.3055532,0.5821241
1.5298661,-0.3544981,-0.72428316,-0.010239353,-0.99701416,0.6396264,0.8788281
-1.2611035,-0.13198327,-0.43045145,-1.529377,0.28521165,-1.4984837,0.13573632
1.5085312,1.2239755,-0.48704028,0.44522583,-0.20758705,-1.1179878,1.077429
0.32999092,1.6882542,1.2580292,0.9700161,-0.96424526,0.7553842,0.6572939
1.2832257,-0.97851014,-1.6326488,0.3177857,0.310965,0.0018991707,0.6503675
0.24060518,0.47660586,-1.6729277,1.6388261,-1.3615509,-0.49961445,0.34462047
0.8397923,-0.042198665,-1.1153705,-1.6877284,-1.026907,1.179423,0.74694955
-0.23738904,-1.6492413,-1.414982,1.2407016,1.4421264,0.9209759,0.49732453
1.3386538,-1.5033972,1.7004946,-1.4576935,1.1938174,0.7605627,0.6516405
0.26199457,-0.46076113,-0.47561088,1.1014973,-0.22770722,0.3832334,0.58439624
-0.8001011,-0.40121996,0.842591,-0.5876188,-1.6169138,-0.7130057,0.29474685
0.44704202,0.25529614,1.4058667,-0.5190808,-1.6340786,0.48830992,0.56770974
-0.7895548,-0.8861198,-1.4883864,0.5206505,-0.2980141,0.3939507,0.22737126
-0.19605915,0.37778202,-1.533382,0.3215196,1.5612382,-1.6930168,0.51421905
-0.695245,1.6933037,0.4289519,0.0068825185,0.7997318,1.5247122,0.27296513
1.1528711,0.17080265,-1.3969299,-0.90395355,1.1081847,1.5783825,0.83058155
-1.3574243,1.1150342,0.9328106,1.2303401,-0.05845353,-1.1181153,0.12983514
-0.79002774,-1.1051614,1.2455219,0.91039866,-0.06525217,-0.10502813,0.26197082
-0.4813505,1.5135164,0.3286246,-0.69730526,0.73300564,-1.7186961,0.33460885
-1.0323967,-0.450732,0.69796383,-1.4235607,0.42282477,1.5166653,0.19308712
0.16967633,1.703563,1.2606298,1.3047469,0.5540692,-0.599241,0.7402617
-1.7000964,-0.612788,0.4313416,-1.0904981,1.425818,0.7170212,0.0060903276
1.5671318,0.21008767,0.87047744,-0.83000153,0.03595076,-1.7270005,0.9436758
-1.4612719,0.2893341,0.56965435,0.14803553,-1.0458336,-1.2076786,0.068076886
1.3406264,0.42689836,-1.4374802,-0.30735946,-1.3150401,-1.3048551,1.2271718
0.29415256,0.091704786,-1.490552,-0.63636494,-0.012778796,0.10790342,0.5909674
-0.5544952,-0.34418175,-1.1959878,-0.40492272,-0.62904716,-0.7874851,0.2999272
1.0743849,-0.4988247,-1.5289283,0.7800446,1.3699099,0.32261148,0.7976377
0.27589068,1.2272456,0.9449776,0.95664304,-0.6994097,-0.9432199,0.62715226
1.4027227,1.5565684,-0.6574196,-0.53549224,0.60831016,-1.1950696,1.064475
0.1954863,1.6272391,0.2692277,-0.93183106,1.0499308,-1.7228295,0.56456023
-0.5383709,-0.97881883,-1.0179747,1.1873908,1.4300586,-0.770338,0.3787183
0.47086272,1.4199102,0.37281582,-1.0963649,0.76649326,0.83999455,0.65177613
-0.46200535,1.4919852,1.1077298,1.3357882,-1.6189448,-1.4479134,0.81498855
0.73381484,0.8681445,-0.79128206,-1.141497,0.94746256,-0.48740146,0.6663392
1.5493562,-0.15956949,1.6630971,-0.22002275,-0.30666196,0.5348323,0.98991984
1.0054555,-1.1940483,-0.30441228,0.32277676,1.3083011,1.5838745,0.7670947
-0.7488367,-0.53280884,-1.2377928,-1.4524872,-1.2872901,-0.648856,0.35916054
1.0040818,-1.6606438,-0.20958464,0.44877428,0.37412876,0.93685114,0.76281905
0.31576443,0.9967529,-0.3342728,-0.21353456,1.5844781,1.2260655,0.60711545
0.8841095,1.1813879,1.1389738,0.5406442,-0.9366765,-0.48601633,0.540202
-1.0466224,0.67089736,1.5883745,1.622616,0.56584066,0.37727708,0.22811347
-1.7039486,-1.693935,0.9759403,1.7205667,-0.08242749,0.26510578,0.0033730261
-0.661035,0.57549924,-0.083181195,-1.5300049,-0.46194088,0.2727916,0.30376017
-1.3188087,-0.9059217,-1.0903251,-1.2174382,0.55565286,-0.52886885,0.13087665
1.4244528,-0.76980925,1.0600337,0.4980742,-1.0690781,-0.43523738,1.0890208
0.50429493,-1.3778177,-0.4481627,-0.6945187,-0.95848316,-1.3097823,0.57072717
0.7223342,1.4608138,1.6700833,1.0406494,1.0799962,-1.2265936,0.857818
0.5530753,0.92052794,-1.4717718,0.98378515,-1.0656056,1.2028258,0.6105398
-0.023474753,1.535723,-1.5052273,-0.076006286,-1.0504242,-1.227188,1.1520442
1.3589098,1.597278,1.3413308,-1.6402797,0.43577513,1.1849808,1.1404581
-1.2211623,-0.85094196,1.1850595,0.56602246,1.685882,-0.5393444,0.15689339
0.11538452,1.2615288,-1.1885616,0.9188045,-0.77573335,-0.9222113,0.49527642
-1.172825,1.317467,1.0760694,-0.3028307,-0.30044758,1.168732,0.12549993
0.53940845,0.43384814,-0.09915163,0.0026192714,0.8585823,0.20576091,0.6584213
-0.5884978,-1.705466,1.4211341,0.7707405,0.2058181,0.4969196,0.3495482
0.5360636,-0.28225565,-0.32427162,0.6303975,1.0333499,-1.3666292,0.6463874
-0.35342315,-1.7213427,-0.51492125,0.19011047,0.7720297,0.20482686,0.34496692
1.4397504,-0.18964888,-0.46982396,0.69652325,-0.75872904,1.3072947,0.91028315
-1.0175871,1.44999,0.13460879,-1.3797009,-0.49385777,-0.35556462,0.21325241
-1.0239738,-0.061833825,-0.6840669,-0.11959969,-1.2986627,-1.1381758,0.19749565
-1.0240359,-1.3745823,1.0030596,-0.10935784,0.9326432,0.17916867,0.24309918
1.5607965,1.6148796,-0.3930099,-0.2963321,0.6492101,0.9757961,1.0174142
0.58243346,-0.23272072,0.2895258,1.0867829,0.23336624,-0.28329575,0.66285604
1.6693268,0.9504335,0.2653979,-1.0461589,-0.86347085,-1.326685,1.0248417
-1.4194689,-0.36824435,0.17741643,-1.7091506,0.2259072,-1.4390199,0.08513541
-1.7073487,-1.1071465,-0.52169025,-0.10179729,-0.104526095,-1.6159236,0.0029215275
