1.3639385,-0.36631158,1.7057133,-1.0138693,-0.25061676,0.9939061,1.5911704,1.4798274,0.23883377
1.4766984,-1.0617418,0.2886819,-0.40317863,-0.3624837,-1.3867658,-0.4986902,-0.66466147,0.14270955
-0.3563431,0.80489063,-0.94050956,1.5486275,-1.0821556,-0.98760563,-1.2596552,1.0732018,0.17638908
1.6293025,-0.726562,0.1941018,-1.2349893,1.2908895,-0.96062934,-1.2114528,-0.50781053,0.5289184
-0.3302172,-0.084249154,-1.7150449,-1.3337507,0.33860952,0.9711428,-0.55948114,1.0224415,0.7252649
0.39470133,-1.2310292,0.0142206615,-1.4267921,-1.1693451,-0.0029990755,0.14738941,-0.38315094,0.15015602
-0.79137343,-0.17074382,1.318,1.608767,-0.36333546,-1.537152,1.6049503,-0.7089129,0.033062477
1.0586455,0.25698936,0.19723879,-0.23627372,-1.263773,1.7559856,0.33529982,0.50150794,0.31732225
1.5654587,-0.06481308,0.4084287,-0.47600645,-1.0226754,0.5069126,-0.8671728,0.90480125,0.3356325
-1.216398,-0.6510179,-1.6193694,0.93689513,1.3027426,1.6502122,-0.15247315,-1.3032573,0.27641794
1.5441935,0.52988064,-0.32409796,-1.0395167,0.51663744,0.27133563,-0.4710187,-0.124678366,0.9359949
0.36950126,-0.44933945,1.0129107,-0.47292498,0.7464607,0.3034668,0.44731587,0.3550057,0.17184478
1.3196236,-0.9692509,-1.2606798,1.5758656,-0.23613514,1.3051187,0.71735275,0.30766368,0.22340773
0.28040737,-1.2915025,-0.80469584,0.90969336,-0.4434174,-1.125333,-0.9900934,1.6671554,0.057447728
0.87763804,-0.3661187,1.1601927,-1.3602886,0.21205178,1.6929595,0.580315,-1.4989612,0.9098452
-0.19602612,-1.6563823,0.4924776,-0.49124554,-1.240972,-1.06087,0.8585304,1.4594018,0.009023
1.3748707,1.4681754,0.80224895,0.15598382,-1.7334586,0.21202698,-0.087563485,0.8843479,0.3825855
0.30172694,-0.83426267,-1.6031295,0.61247367,1.2049125,-1.0733477,-1.1752738,-1.6124556,0.65140826
-0.7569008,-0.72279906,1.0925733,-0.812612,0.02363903,-1.0945122,1.1239555,-0.65882415,0.059128728
0.48617017,0.16958067,-0.3756832,1.2004404,1.0379908,1.38994,-1.6309962,0.5941559,0.3669402
-0.746389,0.46324074,0.3601588,0.012739794,1.2904007,-0.40333587,0.8696739,-1.2871293,0.15995812
-0.15483119,-0.15918124,1.3878388,-1.5145143,0.74523926,-0.27074113,0.29245502,1.5991485,0.20115012
-0.65238714,1.2146523,-1.5843036,0.4505169,-0.60307646,1.4100864,-0.45748225,-0.6432516,0.4184913
1.1896946,-1.0195177,0.4906449,-1.6986591,-0.32895043,1.7542057,-0.64071006,0.65555435,0.41978046
-1.3124042,0.63780123,-1.5541728,0.10639715,-0.101937,-1.5097245,0.40196225,0.33014366,0.09722479
-0.7468604,0.0028604746,1.2710695,-1.7303584,0.091887414,0.024525793,-0.9801836,-0.66563314,0.24846584
-0.439191,-1.4253769,0.50356454,-0.50929254,0.05568253,0.5501327,-0.05507699,-1.6092257,0.2400375
-0.98843795,-0.6750454,0.19024111,-0.41761634,-1.3645031,1.7202632,1.3106425,0.12512495,0.047403827
0.20971014,0.4548847,-0.68924177,-1.5728885,-0.9628605,-0.63673854,-0.088475116,-1.3972131,0.7657556
-1.6539575,0.34318203,0.6468638,-0.50514054,1.2494247,-0.50972235,-1.1356785,-0.37342,0.0035819737
1.6026026,1.2870356,-0.8927431,0.04386993,0.043764204,-0.9618897,1.3693581,0.35963863,0.77415144
-1.4159129,1.1846693,0.32750013,-0.9919186,-0.7961876,0.49801907,1.0981488,-0.598732,0.061168388
1.3768368,-0.95344746,1.4419293,0.23182718,1.1583095,0.48261353,1.4481156,0.9766004,0.11346069
0.3337799,-0.7450026,-1.2905742,0.9017991,-0.5252082,0.027450323,-0.51503366,-1.5362927,0.41157854
-0.5120969,-0.36649168,-0.4911624,0.19037329,-0.71547896,-0.12112627,-1.6772535,-1.3499049,0.24133816
1.1114647,-1.2545084,0.40036678,-1.7173994,1.1977761,-1.1528099,-0.5628234,0.91082287,0.20913309
0.31557766,-0.46851653,0.29729655,-0.019875094,-1.3768619,-0.6576654,1.1948556,-0.8904745,0.13053468
1.4387304,-1.4339014,0.022692213,-0.8274912,-0.84034145,-0.60490865,0.51767355,1.4044902,0.08514494
0.23543581,0.67646664,1.4772141,0.48015404,1.2979795,0.5104422,1.4225911,-0.34580183,0.1874682
-0.4960252,1.2525697,-0.44741708,-1.4064959,-0.18082784,0.8208154,0.82573193,-0.30610788,0.5090631
0.5099131,0.1462303,0.4422622,-1.2145532,-0.7252026,0.8646166,-1.6995832,1.6307144,0.39058986
-0.41990903,-1.2535578,0.90961546,-0.07199003,1.4242588,-1.2692691,-1.6948516,-0.18954508,0.053915374
0.77200663,-1.3264954,-0.3340685,0.98608327,0.2516948,-0.07890659,-0.18566093,-1.3710328,0.25435585
1.5848851,-0.6785741,1.121753,-0.47790486,-1.6374841,-0.27623618,-1.1566385,-0.7122897,0.16795053
1.0427603,0.5189116,1.1211809,-0.105883114,-1.2912431,1.7850863,-1.105771,0.5322154,0.27085054
-0.7058038,0.04977612,0.7641514,-0.18621796,-0.4502931,1.3065362,0.19955394,1.1646899,0.08918845
1.0413913,0.32694936,-0.42010608,-1.3719399,-0.10659038,-1.2400182,-0.31061763,1.4419752,0.67558587
0.3553212,1.6661764,1.4914569,-0.15166165,-1.3144978,-0.89831454,1.3753865,-0.62769616,0.25702816
0.9218105,0.82453406,-0.99371463,-0.06322382,-0.6637086,-1.2555555,-0.9352469,0.2517595,0.5685639
-1.0026172,0.38540283,0.5300825,0.27279022,0.57334644,-0.3793201,0.8140777,1.2458408,0.062927626
-1.6577971,-0.3493794,0.34405026,0.7621525,-1.6253875,-1.4629141,-0.846913,-0.6995116,0.00091229624
-0.6182888,0.83968747,1.2117743,0.50230837,-1.633273,0.87004894,-0.8697188,0.114411995,0.08804669
-1.2739147,0.650935,-1.4092338,0.95316696,0.4382714,-0.7101843,1.5438204,-0.828661,0.08795869
1.4603895,-1.5779009,0.2985981,-0.34515253,0.31864318,-0.8157817,0.22949195,0.24374966,0.065512925
0.54323614,-1.0331789,-0.9903952,-0.7638962,-1.6827348,0.13678408,1.7480522,1.6637111,0.17494956
0.7605635,0.06592755,0.9097329,1.4590623,-1.6217002,-0.49943864,-1.4211699,1.4450662,0.118755646
0.5918572,0.6748825,0.58906245,1.3689651,1.4261781,1.3652169,-0.6073813,-1.1245617,0.5015782
0.017189708,0.8633747,-1.33745,0.9315515,1.7153496,1.6272038,-1.4513057,0.8393785,0.59366786
1.3950605,-1.0412242,-0.10850201,1.2494929,-0.7679213,-1.49398,1.3993074,1.6089782,0.084340304
-1.1765871,-1.7398986,0.47968712,0.8353615,1.7121172,0.83253276,0.8603707,-0.30265647,0.022233289
0.15559559,-0.08488195,0.7309753,1.5193028,1.1835332,0.09099842,0.09974448,0.6070384,0.1097564
-1.1284077,-0.19443734,1.5275857,1.4948822,1.5265559,0.96525013,1.6554452,-1.5355433,0.06741498
0.57823503,0.51772594,0.77066684,-1.4250572,-0.756239,-0.59549654,-1.1823269,0.9501942,0.4436806
-0.54598844,-0.47734874,0.32673112,-1.6494019,-0.43509132,-0.07653148,-1.2482009,-0.32027274,0.24460301
0.57490104,1.3528603,0.91557896,-0.9145513,1.0085984,0.02235602,1.6195619,1.570722,0.4302472
-0.31168136,0.12430671,-1.6267159,1.3121599,0.630231,0.64956546,-0.43398204,1.1978698,0.26995465
1.4756373,1.2925137,1.1445962,1.5521789,-1.3927298,0.9196795,1.1441673,-0.98291224,0.25223786
