1.327686,-0.1651681,0.84794307,-0.673303,-0.6165738,0.46423584,1.2329385,-1.6952418,-0.23757236,-0.004277626
1.4408151,1.3233451,-0.39354476,1.1298276,0.4224162,-0.16741402,0.5856055,-1.7044693,1.4187987,-0.017254395
-0.3982311,-0.6988251,0.57643956,-0.40946546,-0.95329714,0.6196492,0.6321744,-0.4311832,-1.6514965,0.0051728906
1.5939193,1.4106467,-0.7081176,-1.5045217,-0.8256478,1.2569546,-1.5278875,0.56923205,-1.2770575,-0.058187418
-0.37201965,-0.50412637,-1.2997156,0.03667675,-0.68413866,-1.7013142,-0.042448543,0.28135523,-1.5383576,-0.0071684197
0.35527366,0.08256518,-0.27086642,-1.6826385,-0.010369936,0.33512262,-1.3279006,1.6265417,0.13950254,-0.0002705037
-0.8346865,0.28369287,-0.9035475,-0.20945469,-1.5378584,1.7145967,1.458566,0.25894123,1.0871433,0.006671138
1.0213928,1.4544766,0.9046691,0.38807675,-1.2857236,1.305553,0.9578571,1.119923,0.1373572,0.047239505
1.5298662,-0.3544981,-0.72428316,-0.010239202,-0.99701375,0.63962597,-0.9448458,-0.088815205,0.93957853,0.011765952
-1.2611035,-0.13198327,-0.43045145,-1.529377,0.2852118,-1.498484,0.511257,-0.66351247,1.5652224,-0.0013033773
1.5085313,1.2239755,-0.48704028,0.4452257,-0.20758718,-1.1179876,-0.5939012,-0.26269197,-1.6393062,-0.02813392
0.32999104,1.6882542,1.2580292,0.970016,-0.96424484,0.7553841,1.5701627,-1.5550387,-1.15295,0.020499285
1.2832258,-0.97851014,-1.6326488,0.31778556,0.31096527,0.0018990332,-0.0393893,-0.863331,0.718906,0.052008387
0.24060528,0.47660586,-1.6729277,1.6388259,-1.3615506,-0.49961445,-1.4027117,0.27412093,1.5338695,-0.006312106
0.83979243,-0.04219866,-1.1153705,-1.6877284,-1.0269066,1.179423,-1.0977651,0.85966784,-0.033297937,0.0009385373
-0.23738894,-1.6492413,-1.414982,1.2407016,1.4421263,0.9209758,0.42080465,-1.0172243,0.7416385,-0.01460791
1.3386538,-1.5033972,1.7004946,-1.4576935,1.1938174,0.7605626,0.3775538,-1.559934,-0.69122845,-0.07908326
0.2619947,-0.46076113,-0.47561088,1.1014974,-0.2277068,0.38323298,1.3010218,-1.1808255,-0.10251474,0.0014663581
-0.800101,-0.40121996,0.842591,-0.5876191,-1.6169137,-0.7130059,-0.13195688,0.082638025,-1.196859,0.008472946
0.4470421,0.25529614,1.4058667,-0.5190811,-1.6340787,0.4883098,1.5493506,-0.10506812,0.21633542,0.004631817
-0.7895547,-0.8861198,-1.4883864,0.5206501,-0.2980137,0.39395058,1.495124,-1.2970988,0.5108683,-0.025701433
-0.19605906,0.37778202,-1.533382,0.32151946,1.561238,-1.6930171,-0.3297217,0.75532275,-0.79084444,0.0031817548
-0.6952449,1.6933037,0.4289519,0.0068826834,0.7997322,1.5247124,-1.6728746,-0.81939703,-0.16187476,-0.016086431
1.1528713,0.17080265,-1.3969299,-0.9039536,1.108185,1.578382,1.4413209,0.5514203,-1.7260436,-0.008315961
-1.3574241,1.1150342,0.9328106,1.2303402,-0.058453117,-1.1181155,-1.5286084,-0.76579493,1.3721639,-0.039364055
-0.7900276,-1.1051614,1.2455219,0.9103985,-0.065252036,-0.10502813,0.07180977,-1.143921,0.26498532,0.02971714
-0.48135042,1.5135164,0.3286246,-0.6973051,0.7330058,-1.718696,0.84037685,1.3078707,1.4002731,-0.005502693
-1.0323966,-0.450732,0.69796383,-1.423561,0.42282492,1.5166649,-0.30996132,-0.7055568,-0.07718988,0.008620246
0.16967644,1.703563,1.2606298,1.3047464,0.55406964,-0.5992409,1.1803966,0.68834716,1.3279427,0.009041253
-1.7000964,-0.612788,0.4313416,-1.0904981,1.4258182,0.71702135,0.9329469,0.30491966,1.1767976,0.010203875
1.5671319,0.21008767,0.87047744,-0.8300018,0.035950623,-1.7270008,-0.46055707,-0.15417168,1.0650647,0.007068765
-1.4612719,0.2893341,0.56965435,0.1480352,-1.0458335,-1.2076787,-1.248938,-1.4263904,-1.592606,-0.007938564
1.3406264,0.42689836,-1.4374802,-0.30735976,-1.3150402,-1.3048552,1.6757149,1.5415987,-1.1910093,-0.023869608
0.29415265,0.09170479,-1.490552,-0.63636476,-0.012778796,0.10790329,1.4892355,1.0329343,-0.83993596,-0.0012330088
-0.5544951,-0.34418175,-1.1959878,-0.40492305,-0.62904704,-0.7874853,0.015032874,-0.35400835,-0.00023302669,-0.0059882114
1.074385,-0.4988247,-1.5289283,0.7800446,1.36991,0.3226116,0.4748271,-0.72547585,-1.6759428,0.022893772
0.2758908,1.2272456,0.9449776,0.9566429,-0.6994096,-0.94322,-0.8376664,-1.0533756,-0.6901031,0.009718805
1.4027228,1.5565684,-0.6574196,-0.5354921,0.60831004,-1.1950694,1.2420431,-0.48126665,-1.4803207,-0.034342665
0.1954864,1.6272391,0.2692277,-0.93183106,1.0499312,-1.7228298,-0.020181863,0.74394995,1.1656107,0.0018861088
-0.5383708,-0.97881883,-1.0179747,1.1873907,1.4300585,-0.7703379,-0.43610042,-1.7108253,1.0186363,-0.012375847
0.47086284,1.4199102,0.37281582,-1.096365,0.76649356,0.8399944,0.3872471,1.2293105,-0.3537797,0.007116603
-0.46200526,1.4919852,1.1077298,1.3357884,-1.6189443,-1.4479135,-1.661999,-1.6235037,1.3484135,-0.021544946
0.73381495,0.8681445,-0.79128206,-1.1414968,0.94746244,-0.4874013,-0.0063600307,0.85741645,-0.111531876,-0.0128744785
1.5493563,-0.15956949,1.6630971,-0.22002284,-0.30666184,0.5348322,0.0715218,0.7312971,-0.41287768,-0.012141175
1.0054555,-1.1940483,-0.30441228,0.3227769,1.3083011,1.5838745,0.47760496,1.1219848,1.5100465,0.009907119
-0.7488366,-0.53280884,-1.2377928,-1.452487,-1.2872899,-0.64885587,-1.5239918,0.47180867,-0.9095305,-0.01590691
1.004082,-1.6606438,-0.20958464,0.4487742,0.3741289,0.93685085,1.5942619,-0.34362993,1.0556349,0.00851861
0.31576452,0.9967529,-0.3342728,-0.21353447,1.584478,1.2260654,-0.93275505,1.0841265,-0.78433794,-0.003302423
0.88410956,1.1813879,1.1389738,0.5406444,-0.9366764,-0.48601633,0.76168287,1.0109353,1.586011,0.03311296
-1.0466223,0.67089736,1.5883745,1.6226159,0.56584054,0.3772772,-0.8759564,0.103697985,-1.204485,-0.041932084
-1.7039485,-1.693935,0.9759403,1.7205665,-0.08242749,0.26510552,-0.20605974,-1.3979157,-0.30045763,0.08595074
-0.6610349,0.57549924,-0.0831812,-1.5300046,-0.46194074,0.2727916,0.95988566,1.4212013,-1.449392,0.0009238865
-1.3188086,-0.9059217,-1.0903251,-1.217438,0.55565286,-0.528869,-0.86001277,0.662915,-0.11842648,-0.03495519
1.4244529,-0.76980925,1.0600337,0.4980739,-1.069078,-0.43523753,1.6504197,1.0844218,0.61673373,-0.031923316
0.50429505,-1.3778177,-0.4481627,-0.69451874,-0.95848274,-1.3097821,-0.5491407,-0.13454875,-1.0987465,0.00886171
